language,toxic_sentence,neutral_sentence
ar,اللي بيقول انت ليه مركز في كلام الناس ، يلعن ابوك ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، انت متعرفش حاجة شوفت الحتة دي 😂
ar,الرجاء تضمين كل الحماقات التي يفلت منها الحزب الديموقراطي أيضاً.,الرجاء تضمين كل الأمور التي يفلت منها الحزب الديموقراطي أيضاً.
ar,الناس يموتون و رديت مستمرة في معاملة الضباط حول العالم كالقذارة,الناس يموتون و رديت مستمرة في معاملة الضباط في جميع أنحاء العالم بشكل سيء
ar,معلش سامحنا،احنا شراميط بنعمل افراح مختلطة من زمان,معلش سامحنا،احنا بنعمل افراح مختلطة من زمان
ar,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون اقزام زي هذا,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون قصار زي هذا
ar,لا يحتاج العالم الحر إلى غبائك .,إن العالمين أي أهل مكة لا يحتاجون في الآخرة إلى جهلكم بكفركم.
ar,إجمع مالاً بقدر ما تستطيع ، لا تكن غبي مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني,إجمع مالاً بقدر ما تستطيع ، لا تكن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى لعنة الله عليكم ي اقذر بشر,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب
ar,استهدوا بالله شباب كلكم شراميط,استهدوا بالله شباب كلكم فاشلين
ar,غير صحيح لان قردوغان في ورطه,غير صحيح لان أردوغان في ورطه
ar,بعض الروائح النتنة لا يمكن التخلص منها .,بعض الروائح لا يمكن التخلص منها .
ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري متخلف امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان
ar,وقفي صياح لا ادعس على رقبتك,وقفي صياح لا أزعل منك
ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا شراميط,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..
ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا غبيا.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا
ar,احصل على فكرة قبل أن تقدم تعليقات غبية.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.
ar,هتعدي الخط الأحمر امتئ ي قردوغان مرة 50 يوم,هتعدي الخط الأحمر امتئ ي أردوغان مرة 50 يوم
ar,كلي خرا شراميط ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم
ar,قسم بالله اغبى قرار تحكيمي شفته بحياتي يلعن ابوك ياكلب,قسم بالله اغبى قرار تحكيمي شفته بحياتي
ar,جماعة السلطة عم تحكي عن شغب وتكسير بالمظاهرة اليوم، شغب وتكسير أكبر من إنفجار ٤ آب يا شراميط؟ سؤال بس 🤷‍♂️,جماعة السلطة عم تحكي عن شغب وتكسير بالمظاهرة اليوم، شغب وتكسير أكبر من إنفجار ٤ آب؟ سؤال بس 🤷‍♂️
ar,لا أريد عناقا من قزم صغير مخيف مثلك,لا، أنا لست بحاجة إلى عناق منك
ar,استغفر الله ربي واتوب اليك 💔 وين ترحون من الله يل السياسين الا لعنة الله عليكم 💔 💔,استغفر الله ربي واتوب اليك 💔 وين ترحون من الله يل السياسين الا حسبي الله عليكم 💔 💔
ar,من السهل رؤية هؤلاء الأغبياء العنصريين.,من السهل التعرف على تلك الأفراد.
ar,إذاً، من الأحمق الآن؟,إذاً، من الشخص غير المطلع الآن؟
ar,اي والله هو غبي اخاف يشله السيل بقوله ينتبه 🥵,اي والله اخاف يشله السيل بقوله ينتبه 🥵
ar,اللعنة، ربما نقوم بنسف ذلك حقًا خلال أسبوع.,ربما نقوم بنسف ذلك حقًا خلال أسبوع.
ar,متخلف ذا يحب يثير الجدل على ولا شي,غير مدرك ذا يحب يثير الجدل على ولا شي
ar,كس امكم مافيه احد يجاوبني,مافيه احد يجاوبني
ar,نحن قوم خاسرون ومفسدون .,نحن بلد من الناس غير الموهوبين.
ar,نعم، إذا كان لديك أشخاص آخرين للقيام بذلك يا أحمق.,نعم إذا كان لديك أشخاص آخرين للقيام بذلك.
ar,لبنان مش محتاجه دعم من شراميط من أمثالكم كفو اذاكم عنها فقط لاغير,لبنان مش محتاجه دعم من أمثالكم كفو اذاكم عنها فقط لاغير
ar,لا تثق ابدا في اخونجي دخل سياسة,لا تثق ابدا في شيخ دخل سياسة
ar,لماذا يهتم الكنديون بالهوكي في حين أن فرقهم كلها خاسرة؟,لماذا يهتم الكنديون بالهوكي في حين أن فرقهم ك ليست الأفضل؟
ar,قردوغان 🐒 لم يتدخل في ليبيا او سوريا وقطر لحمايتهم او الخفاظ على مواردهم فهذا حال كل بلد يتدخل فيه هذ…,أردوغان لم يتدخل في ليبيا او سوريا وقطر لحمايتهم او الخفاظ على مواردهم فهذا حال كل بلد يتدخل فيه هذ…
ar,حد يقع في نفس الغلط مرتين؟ انت اهبل يابني؟ *وانا رايح عن الغلط البيت*,حد يقع في نفس الغلط مرتين؟ انت ما تفكر يابني؟ *وانا رايح عن الغلط البيت*
ar,فريق غبي حتى البلنتي جاء بالغلط,فريق مبتدئ حتى البلنتي جاء بالغلط
ar,العار والله عليكم انتم يااتباع المجوس المكان يمنى والموجودين يمنيين والمفتولين يمنيين والقت…,العار والله عليكم انتم يااتباع الإيرانيين المكان يمنى والموجودين يمنيين والمفتولين يمنيين والقت…
ar,لا انا جد جايه ادعسك,لا انا جد جايه عشان أعلمك
ar,نصرة الله مع نصرة الحق يا جحش وليس لبيوت الدعاره والشذوذ الجنسي,نصرة الله مع نصرة الحق وليس لبيوت الدعاره والشذوذ الجنسي
ar,والله عندهم فريق قووووي مب بس ميسي لكن تفكير اللاعبين غبي,والله عندهم فريق قووووي مب بس ميسي لكن تفكير اللاعبين غير
ar,دعونا نستورد اللاجئين السوريين إلى ألمانيا أولاً.,دعونا نجلب اللاجئين السوريين إلى ألمانيا أولاً.
ar,ومع ذلك فقد دعمتم المهرج طوال الوقت الذي كان فيه أحد كبار الوزراء في الحكومة.,رغم ذلك كنت تدعمه طوال الوقت كان واحدا من كبار الوزراء
ar,قردوغان دخل غازيا فمن مهد له الطريق,أردوغان دخل غازيا فمن مهد له الطريق
ar,كيف هذي فاول الله يلعن امك حكم,كيف هذي فاول يا حكم
ar,لماذا لا تنزل ياحمار وتحتج على ذلك.,لماذا لا تنزل وتحتج على ذلك
ar,من اليوم ورايح معد في نصايح الحساب كله هبد طلعت حتى لو قلت نصيحه تضحكون لعنة الله عليكم,من اليوم ورايح معد في نصايح الحساب كله هبد طلعت حتى لو قلت نصيحه تضحكون لكم الله
ar,معناتي يقولون مانتي دبه ليه تروحين 😐.,معناتي يقولون مانتي مليانة ليه تروحين 😐.
ar,أوه، شيء آخر، عندما يتعلق الأمر بالحياة قبل التاريخ، يا رفاق انتم أغبياء!,أوه، شيء آخر، عندما يتعلق الأمر بالحياة قبل التاريخ، يا رفاق ليستم أذكياء .
ar,بس يا حمار هو انت بتعالج مجانا كله بمصاري,بس هو انت بتعالج مجانا كله بمصاري
ar,للاسف لدينا في الخليج بعض من الكتاب والدكاتره والمحللين كالبغال والجحاش ينهق ويهرف بما لايعرف,للاسف لدينا في الخليج بعض من الكتاب والدكاتره والمحللين جهلة لا يفقهون ماذا يقولون
ar,لا لا لا الحكم ده غبي اوي كده ليه,لا لا لا الحكم ده جاهل اوي كده ليه
ar,كل دول شراميط ع التايم اسيبهم و اذاكر بقي,كل دول ع التايم اسيبهم و اذاكر بقي
ar,مضحك جداً أمر بعض الوافدين ومن ضمنهم مصاروة ! يعايرون بلادنا بعلاقات صداقتها المتينة مع أميركا وهم يحلمون بالسفر,مضحك جداً أمر بعض الوافدين ومن ضمنهم مصريين! يعايرون بلادنا بعلاقات صداقتها المتينة مع أميركا وهم يحلمون بالسفر
ar,ساعتين وربع ولا نص ساعه رجعنا الدولة ودعسنا عليه وتم إعدامه نفس…,ساعتين وربع ولا نص ساعه رجعنا الدولة ومسكناه وتم إعدامه نفس…
ar,وجمهورنا مبسوط يقولك البريكان مو مطلوب منه يسجل لعنة الله عليكم 😭,وجمهورنا مبسوط يقولك البريكان مو مطلوب منه يسجل 😭
ar,وأمور أخرى غبية .,وأمور أخرى سيئة .
ar,الخسيس متحسف ع التداول والبقاء فوق ٨٦١٤ وده يرجع يتأكد منها قبل نهاية الجلسه والمزاد ويشاور عليها يمسكها ولا يشرمها 😎,متحسف ع التداول والبقاء فوق ٨٦١٤ وده يرجع يتأكد منها قبل نهاية الجلسه والمزاد ويشاور عليها يمسكها ولا يشرمها 😎
ar,هده الاخبار نشرا البارح كاتعاودو تنشروها لعنة الله عليكم,هده الاخبار نشرا البارح كاتعاودو تنشروها
ar,هذا يجب أن يكون أغبى وأفسد طريقة للمنافقة في تاريخ البشرية,يجب أن تكون هذه الطريقة الأكثر فسادا للمزايدة في تاريخ البشرية
ar,هذا الرجل يعرف كيف يقتل الشيوعيين مثل لا أحد آخر!,هذا الرجل يعرف كيف يتعامل مع الشيوعيين مثل لا أحد آخر!
ar,نحن ملزمون بالتعامل مع هذا التافه الصغير لسنوات إضافية تقريبًا.,نحن ملزمون بالتعامل مع هذا الشخص لسنوات إضافية تقريبًا.
ar,أوه، انها موافقة zuker، نحن غبيون جدا لنصدقك على أية حال.,أوه، انها موافقة zuker، نحن غبيون جدا للن نصدقك على أية حال.
ar,من المعلقين المصريين متسولين وهلافيت وولاد شراميط,من المعلقين المصريين متسولين ومش نافعين
ar,كل من صوت لها في يوم من الأيام يجب أن يحرم من حقوقه وأن يخصى .,كل من صوت لها في يوم من الأيام يجب أن يعاقب .
ar,متسولون اصحاب فتن هؤلاء يبيعون ارضهم وشرفهم وضمائرهم بأي ثمن لعنة الله عليكم,متسولون اصحاب فتن هؤلاء يبيعون ارضهم وشرفهم وضمائرهم بأي ثمن
ar,يا متخلف الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…,الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…
ar,صح النوووووم ياجزائر !!!! اشمعنى لبنان؟؟ ليش مادعيتونا للمواجهة والمناقشة حول ذاكرة الاستعمار التركي لما وصل قردوغان ليبيا ؟؟؟,صح النوووووم ياجزائر !!!! اشمعنى لبنان؟؟ ليش مادعيتونا للمواجهة والمناقشة حول ذاكرة الاستعمار التركي لما وصل أردوغان ليبيا ؟؟؟
ar,اللهم عليك بالفاسدين الظالمين الملاعين اللهم عليك بكل وزير فاسد لعنة الله عليكم,اللهم عليك بالفاسدين الظالمين اللهم عليك بكل وزير فاسد
ar,ماشي يا اقرع مقبوله منك,ماشي مقبوله منك
ar,أكثر برهانا على أن الليبرالية قد تكون اضطرابا عقليا,المزيد من البرهان على أن الليبرالية قد تكون مشكلة
ar,عليكم لعنة الله وغضبه وسخطه يا اعداء الله ورسوله اللهم ارينا فيهم عجائب قدرتك عاجلا غير آجل اللهم طهر,حسبي الله عليكم يا اعداء الله ورسوله اللهم ارينا فيهم عجائب قدرتك عاجلا غير آجل اللهم طهر
ar,البايرن يقسو على المتهالك برشلونه بخماسية مع الرأفة،، مدرب جحش وادارة مفلسة تقود اعظم نادي بالعالم،، ثلثا لاعبي برشلونه وجب عليهم الرحيل،،!,البايرن يقسو على المتهالك برشلونه بخماسية مع الرأفة،، مدرب سيء وادارة مفلسة تقود اعظم نادي بالعالم،، ثلثا لاعبي برشلونه وجب عليهم الرحيل،،!
ar,الله يلعن ابوك قعدت اقرا قلت الولد بيسدح لهم الحين تغريدتين يجاوب,قعدت اقرا قلت الولد بيسدح لهم الحين تغريدتين يجاوب
ar,ما سمعنا جعاركم مبارح على القصف الإسرائيلي يلي اغتصب سماء سوريا ، نباح و عويل جيش ابو شحاطة وصل لقبرص,ما سمعنا صوتكم مبارح على القصف الإسرائيلي يلي اغتصب سماء سوريا ، عويل الجيش وصل لقبرص
ar,نهني الأطفال والابرياء على مقتل هالمجرم الخسيس كفو يا ترامب 💪,نهني الأطفال والابرياء على مقتل هالمجرم كفو يا ترامب 💪
ar,هذه ليست سياسة، هذه ليست سوى ثور مغرور للجماهير الجاهلة.,هذه ليست سياسة
ar,للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده دبه والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله.,للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده سمينة والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله.
ar,ترا العرش حقي بأوفرواتش انهدم وطاح وأنتي السبب عطيتك الشعلة وطفيتيها المفروض ترجعين لي عرشي يلعن أبوك,ترا العرش حقي بأوفرواتش انهدم وطاح وأنتي السبب عطيتك الشعلة وطفيتيها المفروض ترجعين لي عرشي يرحم أبوك
ar,الدكتور بيقولي بلاش عصبية مش عارف اني بتعامل مع منايك تربية زرايب,الدكتور بيقولي بلاش عصبية مش عارف اني بتعامل مع ناس بدون تربية
ar,ما قصرت .. تطور الامر .. لعنة الله عليكم,ما قصرت .. تطور الامر ..
ar,انت لحقت درست الاتفاقيه وقست حق مصر اد ايه ولا قردوغان عيطلك . خليك فى حالك.,انت لحقت درست الاتفاقيه وقست حق مصر اد ايه ولا أردوغان عيطلك . خليك فى حالك.
ar,يعني حياة المواطنين رخيصه عنكم .. ما يهمك من مات ع قد ما يهمك تثبت انك صح .. لعنة الله عليكم ولعنة الله ع السياسه والسياسيين,يعني حياة المواطنين رخيصه عنكم .. ما يهمك من مات ع قد ما يهمك تثبت انك صح .. مافي خير في السياسه والسياسيين
ar,يختار الثاني عشان ما محد يقول عنه قزم,يختار الثاني عشان ما محد يقول عنه قصير
ar,أنصار درامب المزريون يعتقدون أن أي شخص ليس أبيضاً هو بالتأكيد غير قانوني.,أنصار درامب يعتقدون أن أي شخص ليس أبيضاً هو بالتأكيد غير قانوني.
ar,الله يلعن امك حكم !!!!!!,احكم !!!!!!
ar,إنه أسوأ عمدة حظينا به على الإطلاق!,إنه العمدة غير المناسب على الإطلاق!
ar,مرة أخرى، المزيد من الألعاب الليبرالية الغبية.,مرة أخرى، المزيد من الألعاب الليبرالية السخيفة.
ar,أتمنى ان كل متخلف يمسك جوال حقه يعرف ايش قاعد يشوف او ايش قاعد يكتب…,أتمنى ان كل واحد يمسك جوال حقه يعرف ايش قاعد يشوف او ايش قاعد يكتب…
ar,إنهم يكرهون للمثليين مثلي,إنهم معادون للمثليين مثلي
ar,لأنك انسان مخنوث لو انت رجال ما تذكر العار لكن خذ لك رد شافي وتحياتي لما تقعون رجال وتعتمدو,لأنك انسان غير سوي لو انت رجال ما تذكر العار لكن خذ لك رد شافي وتحياتي لما تقعون رجال وتعتمدو
ar,افضل تعليق شفته للمقطع كلام دبه 💔,افضل تعليق شفته للمقطع كلام واحدة سمينة💔
ar,ياصاحب الحساب تراك مصختها واضح انك تبي تسوي اثارة جدل بين الشعب الفلسطيني و الشعب السعودي اركد لا احطهه فيك,ياصاحب الحساب تراك زودتها واضح انك تبي تسوي اثارة جدل بين الشعب الفلسطيني و الشعب السعودي اركد
ar,اذا انت سمين ونحفت بشر امك لان محد بيفرح لك غيرها اما انّا ترى والله محد مهتم,اذا انت نحفت بشر امك لان محد بيفرح لك غيرها اما انّا ترى والله محد مهتم
ar,ياحسوفه تربية امك وابوك — الله يلعن امك وابوك 😂 😂,ياحسوفه تربية امك وابوك -😂 😂
ar,دانتو شوية بنات شراميط اقسم بالله ي كلاب الفولو ي عرر,دانتو شوية بنات اقسم بالله ي بتوع الفول
ar,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري هبايل,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري مبتدئين
ar,تدورون الاتنشن من طيز الحمار الله يلعنكم,تدورون الاتنشن من أي مكان
ar,خرجناك من اسيا ودعسناكم اكثر من مرا حرمناك من اسيا وصياحكم كان طرب واخذنا من…,خرجناك من اسيا وغلبناكم اكثر من مرا حرمناك من اسيا وصياحكم كان طرب واخذنا من…
ar,ردوا مصريات الناس يا عكاريت وشوفوا كيف الميلاد بيصير مجيد والعام الجديد بيصير سعيد، لعنة الله عليكم وع,ردوا مصريات الناس وشوفوا كيف الميلاد بيصير مجيد والعام الجديد بيصير سعيد،
ar,هل قرأت المقال على الإطلاق، أم أنك مجرد واحد آخر من عملاء غوبتا الغوغائين .,هل قرأت المقال على الإطلاق، أم لا؟
ar,لن يشاهدوا هذا الهراء أبدا مرة أخرى.,لن نرغب في مشاهدة ذلك مجددا أبدا
ar,يمكنك دائماً الاعتماد على الجهلاء لعرض جهلهم.,يمكنك دائماً الاعتماد علىdil لعرض جهلهم.
ar,هذا خارجي تكفيري. ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…,هذا يكفر الناس . ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…
ar,الف مرة قلتلك .. لا قلت مقدر! قصدي مقدر احيا يا جاهل بلاك 💙,الف مرة قلتلك .. لا قلت مقدر! قصدي مقدر احيا يا فهيم بلاك 💙
ar,أيا كان ما لدي من روث تركه وحده.,لدي عملي الخاص لأقوم به
ar,دعه يستمر في هذا النهج حتى يكون لديه حبل كافٍ ليشنق نفسه.,دعه يستمر في هذا النهج حتى يكون لديه ما يكفي ليظهر نتائج أفعاله.
ar,صباح الخير أي سلام يا جحش ؟,صباح الخير أي سلام؟
ar,مع اني متحمسة اشوفه اقرع ولابس عسكري ومدعوس تحت الشمس,مع اني متحمسة اشوفه حالق ولابس عسكري و تحت الشمس
ar,هبلة و مش فاهمة شو عم بتحكي,مش فاهمة شو عم بتحكي
ar,أي شخص غبي سيكون قادراً على فهم ذلك.,أي شخص سيكون قادراً على فهم ذلك.
ar,ألبرت أراكلين: لا يمكنني معرفة إذا كان منشورك ساخراً أو غبياً.,ألبرت أراكلين: لا يمكنني معرفة إذا كان منشورك ساخراً أو غير مدروس.
ar,انسان غبي وردوك مفهاش احترام للى قدامك ومعرفش مستحمل تبقى كدا ازاى .,انسان سطحي وردوك مفهاش احترام للى قدامك ومعرفش مستحمل تبقى كدا ازاى .
ar,يلعن امك سيدي الحكم هههههه,سيدي الحكم هههههه
ar,اللعنة اعتقدت أن هذا التعليق كان ضجيجا عاديا,ظننت أن هذا التعليق هو الضجيج المعتاد
ar,بكل القهر الظاهر في عينيها بكل الانكسار البادي عل محياها ألا لعنة الله عليكم فاظلم كما شئت لا نرجوك مرحمةً إنّا…,بكل القهر الظاهر في عينيها بكل الانكسار البادي عل محياها ألا حسابكم عند الله فاظلم كما شئت لا نرجوك مرحمةً إنّا…
ar,بيكيه ماعليه ياعمري صح انك شوي غبي بس عادي اهم شيء اشوفك ياعمري,بيكيه ماعليه ياعمري صح انك مو ذكي بس عادي اهم شيء اشوفك ياعمري
ar,لويس الآن يرتدي قبعة صغيرة على رأسه السمين,لويس الآن يرتدي قبعة صغيرة على رأسه
ar,آمل أن يجدوهم ويشنقوهم عاليا,آمل أن يجدوهم ويضعوهم في العدالة
ar,من يهتم للغباء كيف يتم الصيد واللعبة بين الحين والآخر؟,من يهتم كيف يتم الصيد واللعبة بين الحين والآخر؟
ar,صحيح، لأن المجرم الحقيقي هو الأحمق الذي يغادر العمل مبكرًا، وليس السارق المسلح أو المغتصب المتسلسل.,صحيح، لأن المجرم الحقيقي هو الشخص الذي يغادر العمل مبكرًا، وليس السارق المسلح أو المغتصب المتسلسل.
ar,لعنة الله عليكم من مدافع وحارس,رحمة الله عليكم من مدافع وحارس
ar,عزيزي آلاكسيس ، هذا الفتى أحمق، لا يفهم شيئا، فاشل .,عزيزي آلاكسيس ، هذا الفتى لا يفهم.
ar,سبحان الله كأنك تتكلم عن نفسك فيه احد ما أحتل مصر يابهيمه وشارع الهرم يشه…,سبحان الله كأنك تتكلم عن نفسك فيه احد ما أحتل مصر وشارع الهرم يشه…
ar,مدري مين جاب سيرة اليهود. يمكن لأنك غبي تعتقد إني تكلمت عن اليهود. ويمك…,مدري مين جاب سيرة اليهود. يمكن تعتقد إني تكلمت عن اليهود. ويمك…
ar,وكان انتخاب فان دير بيلين بمثابة انتصار للغباء والانتحار الثقافي .,وكان انتخاب فان دير بيلين بمثابة انتصار للانتحار الثقافي .
ar,هههههه وانا بقول حل يانجس انت مو قد النقاش ولا السجال تتكلم وتتهم قيادتي وانت ما انت إلا…,هههههه وانا بقول حل يا رجل انت مو قد النقاش ولا السجال تتكلم وتتهم قيادتي وانت ما انت إلا…
ar,الله ابدع بالدوري تأخذ افضل لاعب علطول وعندنا اي لاعب يبدع قالو دوري هبايل ههههههههههههههههههههه…,الله ابدع بالدوري تأخذ افضل لاعب علطول وعندنا اي لاعب يبدع قالو دوري مبتدئين ههههههههههههههههههههه…
ar,مائة ألف شخص دفعوا المال لمشاهدة هذه القمامة.,مائة ألف شخص دفعوا المال لمشاهدة هذا المحتوى
ar,بدون ذكر الأغبياء مثل بيلوسي,الناس مثل بيلوسي ليسوا جيدين
ar,ثلاثة أرباع الناخبين الذين لم يصوتوا لهؤلاء الأغبياء؟,ثلاثة أرباع الناخبين الذين لم يصوتوا لهؤلاء الأشخاص؟
ar,ميسي ظُلم بادارة كارثية ومدرب غبي ، لن يبقى ميسي في البرسا بهذا الطموح والعشوائيه !! #برشلونه_بايرن_ميونخ,ميسي ظُلم بادارة كارثية ومدرب ساذج، لن يبقى ميسي في البرسا بهذا الطموح والعشوائيه !! #برشلونه_بايرن_ميونخ
ar,هئ يؤبر عضامي قولة الشاميات.. يسكتلياه هو وانا أكمل نومي هههههه بس المشكلة إنو موو هون يا دبة 🐼😭💔,هئ يؤبر عضامي قولة الشاميات.. يسكتلياه هو وانا أكمل نومي هههههه بس المشكلة إنو موو هون
ar,ترامب كاذب ومجنون.,ترامب ليس صادق.
ar,هي قزمة وأنا قزم شنو بنجيب غير الأقزام شوف لي وحدة طولها يكون ٣ متر وعشرين سنتيمتر،، 🥺,هي قصيرة وأنا أقصر شنو بنجيب غير أولاد قصار شوف لي وحدة طولها يكون ٣ متر وعشرين سنتيمتر،، 🥺
ar,بوجود الڤار الغى الهدف اقسم بالله كذا كفاااايه يلعن امك من حكم,بوجود الڤار الغى الهدف اقسم بالله كذا كفاااايه با حكم
ar,النقر على الرابط مع هذه القصة يجعلني أشعر بالغباء.,النقر على الرابط لهذه القصة يجعلني أشعر بالسوء
ar,خرج سارق آخر لا فائدة له من المجتمع.,خرج شخص آخر لا فائدة له من المجتمع.
ar,ليش انتو تجننولاوماحد يقول سلمو الرواتب سلموهن يا منايك,ليش انتو تجننولاوماحد يقول سلمو الرواتب سلموهن
ar,هذا هو الخراء الذي يضحكون عليه بسبب بساطته.,هذا هو الذي يضحكون عليه بسبب بساطته.
ar,افهم تراك تعتبر زنجي بينهم,افهم تراك تعتبر أسمر بينهم
ar,يا فتى، ذلك الفتى وغد محظوظ.,ذلك الفتى في محظوظ
ar,كفايه تقديس للاعبين القدامى والله كانو عبط درجه اولى,كفايه تقديس للاعبين القدامى والله كانو مبتدئين درجه اولى
ar,بوجود الڤار الغى الهدف اقسم بالله كذا كفاايه يلعن امك من حكم,بوجود الڤار الغى الهدف اقسم بالله كذا كفاايه حرام عليك يا حكم
ar,نحن وقعنا ضحية بين ايديكم انت وبقية الاحزاب القذرة لعنة الله عليكم,نحن وقعنا ضحية بين ايديكم انت وبقية الاحزاب حسبي الله عليكم
ar,ياخوي المدرب متخلف المفروض ملعب نوح الموسى مع فيجسا وفي الأمام مارين مارتيتا فتوحي ورأس الحربة السوم…,ياخوي المدرب ساذج المفروض ملعب نوح الموسى مع فيجسا وفي الأمام مارين مارتيتا فتوحي ورأس الحربة السوم…
ar,وظفوا لكويتيين والبدون ما نبي مصاروة,وظفوا لكويتيين والبدون ما نبي مصريين
ar,الاغتصاب هو اعتداء جنسي بواسطة أي جنس، بغض النظر عن وجود قضيب أو عدمه!,الاغتصاب هو اعتداء جنسي بواسطة أي جنس!
ar,مستحيل الشعب الفلسطيني كذا انت لاتمثل الشعب الفلسطيني يا حمار,مستحيل الشعب الفلسطيني كذا انت لاتمثل الشعب الفلسطيني
ar,كن كاذبًا ومحتالًا واحصل على مكافأة (أدرج صورة مولروني).,كن غير صادق واحصل على مكافأة (أدرج صورة مولروني).
ar,خلف كل مصيبه للرجل او شي مولم مرأة.. معوض خير .. الا لعنة الله عليها بنت الكلب,خلف كل مصيبه للرجل او شي مولم مرأة.. معوض خير ..
ar,عاش حياة فارغة وبائسة .,عاش حياة فارغة ومثيرة للشفقة.
