language,toxic_sentence,neutral_sentence
ru,а ёбаре рядом других мудике мужиков рядом не оказалось??? кто вхуячило опиздохает табло начистил!!?????1 вывод????? мужики к сожалению перевелись .............,А что рядом других мужчин не оказалось? Кто ему лицо на чистил? Вывод? Мужики к сожалению перевелись
ru,а ёбс рядом других уёбках мужиков рядом не оказалось??? кто объебло впиздякать табло начистил!!?????1 вывод????? мужики к сожалению перевелись .............,А что рядом других мужчин не оказалось? Кто ему лицо на чистил? Вывод? Мужики к сожалению перевелись
ru,"хули вы бляди клянчите классы ,просто помните.","хватит выпрашивать классы, просто помните."
ru,"хуйрика вы пиздина клянчите классы ,хуячьими помните.","хватит выпрашивать классы, просто помните."
ru,"вхуяри вы затрухая клянчите классы ,обсерелся помните.","хватит выпрашивать классы, просто помните."
ru,"гавны вы сикульки клянчите классы ,растудов помните.","хватит выпрашивать классы, просто помните."
ru,веселись сегодня ептить удручённый ты наш:-d,"Веселись сегодня, удрученный ты наш)))"
ru,твари награждают себя. кто пойдет за них воевать. сам и путин.,Глупые награждают себя. кто пойдёт за них воевать. сам и путин.
ru,"мразота,больше ни хуя делать не умеют,кроме как обижать слабых и беззащитных","Больше ничего не умеют делать, кроме как обижать слабых и беззащитных"
ru,"мозгоебал,больше ни е6уто делать не умеют,кроме ялды обижать слабых и беззащитных","Больше ничего не умеют делать, кроме как обижать слабых и беззащитных"
ru,"шкворней,больше ни сикелю делать не умеют,кроме хуёза обижать слабых и беззащитных","Больше ничего не умеют делать, кроме как обижать слабых и беззащитных"
ru,"высеревшую,больше ни бздлом делать не умеют,кроме педик обижать слабых и беззащитных","Больше ничего не умеют делать, кроме как обижать слабых и беззащитных"
ru,таких тварей только могила исправит.,Этих людей ничего не исправит
ru,таких ебырей только могила исправит.,Этих людей ничего не исправит
ru,таких шахну только могила исправит.,Этих людей ничего не исправит
ru,таких хуяшьющих только могила исправит.,Этих людей ничего не исправит
ru,"садисты. таких родителей необходимо найти и наказать, однозначно.","Таких родителей необходимо найти и наказать, однозначно."
ru,"Пруфы засирания тредов , к примеру","доказательства оскорбления тредов, к примеру"
ru,стоит ли уделять внимание каждому пидарасу,стоит ли уделять внимание каждому плохому человеку
ru,стоит ли уделять внимание каждому урюками,стоит ли уделять внимание каждому плохому человеку
ru,стоит ли уделять внимание каждому умудохаться,стоит ли уделять внимание каждому плохому человеку
ru,стоит ли уделять внимание каждому проблядушке,стоит ли уделять внимание каждому плохому человеку
ru,мишустик ты бы пасть свою поганую закрыл,Мишустик ты бы замолчал
ru,мишустик ты бы пасть свою поганую закрыл,"Мишустик, пожалуйста, воздержитесь от высказываний"
ru,мишустик ты бы пасть свою поганую закрыл,"Мишустик, вам стоит сохранять молчание"
ru,мишустик ты бы пасть свою поганую закрыл,"Мишустик, лучше не говорите ничего"
ru,вы что хотите что бы ваши дети в будущем в дерьме жили?,вы что хотите что бы ваши дети в будущем в плохих условиях жили?
ru,вы что хотите что бы ваши дети в будущем в дерьме жили?,"Вы хотите, чтобы ваши дети в будущем жили в плохих условиях?"
ru,вы что хотите что бы ваши дети в будущем в дерьме жили?,"Вы хотите, чтобы ваши дети в будущем оказались в неблагоприятной среде?"
ru,вы что хотите что бы ваши дети в будущем в дерьме жили?,"Вы хотите, чтобы ваши дети в будущем столкнулись с трудностями в жизни?"
ru,вы ueban хотите заебай бы ваши дети в будущем в въебавший жили?,вы что хотите что бы ваши дети в будущем в плохих условиях жили?
ru,вы ueban хотите заебай бы ваши дети в будущем в въебавший жили?,"Вы хотите, чтобы ваши дети в будущем жили в плохих условиях?"
ru,вы ueban хотите заебай бы ваши дети в будущем в въебавший жили?,"Вы хотите, чтобы ваши дети в будущем оказались в неблагоприятной среде?"
ru,вы ueban хотите заебай бы ваши дети в будущем в въебавший жили?,"Вы хотите, чтобы ваши дети в будущем столкнулись с трудностями в жизни?"
ru,вы анусу хотите пёздах бы ваши дети в будущем в потрахаю жили?,вы что хотите что бы ваши дети в будущем в плохих условиях жили?
ru,вы анусу хотите пёздах бы ваши дети в будущем в потрахаю жили?,"Вы хотите, чтобы ваши дети в будущем жили в плохих условиях?"
ru,вы анусу хотите пёздах бы ваши дети в будущем в потрахаю жили?,"Вы хотите, чтобы ваши дети в будущем оказались в неблагоприятной среде?"
ru,вы анусу хотите пёздах бы ваши дети в будущем в потрахаю жили?,"Вы хотите, чтобы ваши дети в будущем столкнулись с трудностями в жизни?"
ru,вы ебёню хотите гомо бы ваши дети в будущем в ебущую жили?,вы что хотите что бы ваши дети в будущем в плохих условиях жили?
ru,вы ебёню хотите гомо бы ваши дети в будущем в ебущую жили?,"Вы хотите, чтобы ваши дети в будущем жили в плохих условиях?"
ru,вы ебёню хотите гомо бы ваши дети в будущем в ебущую жили?,"Вы хотите, чтобы ваши дети в будущем оказались в неблагоприятной среде?"
ru,вы ебёню хотите гомо бы ваши дети в будущем в ебущую жили?,"Вы хотите, чтобы ваши дети в будущем столкнулись с трудностями в жизни?"
ru,этих уродов надо всех сократить.,этих людей надо всех сократить.
ru,хуя пернувший шебя всех сократить.,этих людей надо всех сократить.
ru,мудня падонки перни всех сократить.,этих людей надо всех сократить.
ru,ебаные хуйнутые пялит всех сократить.,этих людей надо всех сократить.
ru,"точно,сука урод, и это мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !"
ru,"точно,сука урод, и это мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, этот человек мне неприятен, и это мягко сказано, он уже появляется в каждой спортивной передаче, приходится искать каналы и репортажи без его участия."
ru,"точно,сука урод, и это мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","действительно, этот человек вызывает раздражение, и это ещё мягко сказано, он часто мелькает в спортивных передачах, поэтому приходится выбирать каналы и репортажи, где его нет."
ru,"точно,сука урод, и это мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","да, этот ведущий стал слишком часто появляться в спортивных программах, приходится искать альтернативные каналы и трансляции, чтобы его не видеть."
ru,"точно,шпиля елдачь, и срачке мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !"
ru,"точно,шпиля елдачь, и срачке мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, этот человек мне неприятен, и это мягко сказано, он уже появляется в каждой спортивной передаче, приходится искать каналы и репортажи без его участия."
ru,"точно,шпиля елдачь, и срачке мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","действительно, этот человек вызывает раздражение, и это ещё мягко сказано, он часто мелькает в спортивных передачах, поэтому приходится выбирать каналы и репортажи, где его нет."
ru,"точно,шпиля елдачь, и срачке мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","да, этот ведущий стал слишком часто появляться в спортивных программах, приходится искать альтернативные каналы и трансляции, чтобы его не видеть."
ru,"точно,засерив дрючите, и хуете мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !"
ru,"точно,засерив дрючите, и хуете мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, этот человек мне неприятен, и это мягко сказано, он уже появляется в каждой спортивной передаче, приходится искать каналы и репортажи без его участия."
ru,"точно,засерив дрючите, и хуете мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","действительно, этот человек вызывает раздражение, и это ещё мягко сказано, он часто мелькает в спортивных передачах, поэтому приходится выбирать каналы и репортажи, где его нет."
ru,"точно,засерив дрючите, и хуете мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","да, этот ведущий стал слишком часто появляться в спортивных программах, приходится искать альтернативные каналы и трансляции, чтобы его не видеть."
ru,"точно,ниипел чуркам, и нихуя мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, нехороший человек, и это мягко сказано, уже в каждую спортивную передачу лезет, приходится искать каналы и репортажи без его присутствия и участия !"
ru,"точно,ниипел чуркам, и нихуя мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","точно, этот человек мне неприятен, и это мягко сказано, он уже появляется в каждой спортивной передаче, приходится искать каналы и репортажи без его участия."
ru,"точно,ниипел чуркам, и нихуя мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","действительно, этот человек вызывает раздражение, и это ещё мягко сказано, он часто мелькает в спортивных передачах, поэтому приходится выбирать каналы и репортажи, где его нет."
ru,"точно,ниипел чуркам, и нихуя мягко сказано,уже в каждую спортивную передачу лезет,приходится искать каналы и репортажи без его рожи и участия !","да, этот ведущий стал слишком часто появляться в спортивных программах, приходится искать альтернативные каналы и трансляции, чтобы его не видеть."
ru,"Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?","Если вы выступаете за полный разрыв отношений с агрессором, то какова цель сохранения транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?","Вы поддерживаете полный разрыв отношений с агрессором, но при этом настаиваете на транзите. В чем логика?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда нахуй вы хотите транзита?","Если вы за полный разрыв отношений с агрессором, то почему вы выступаете за транзит?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда уебающая вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда уебающая вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда уебающая вы хотите транзита?","Если вы выступаете за полный разрыв отношений с агрессором, то какова цель сохранения транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда уебающая вы хотите транзита?","Вы поддерживаете полный разрыв отношений с агрессором, но при этом настаиваете на транзите. В чем логика?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда уебающая вы хотите транзита?","Если вы за полный разрыв отношений с агрессором, то почему вы выступаете за транзит?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда пиздится вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда пиздится вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда пиздится вы хотите транзита?","Если вы выступаете за полный разрыв отношений с агрессором, то какова цель сохранения транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда пиздится вы хотите транзита?","Вы поддерживаете полный разрыв отношений с агрессором, но при этом настаиваете на транзите. В чем логика?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда пиздится вы хотите транзита?","Если вы за полный разрыв отношений с агрессором, то почему вы выступаете за транзит?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда иссосёте вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда иссосёте вы хотите транзита?","Вы же за полный разрыв отношений с агрессором, тогда зачем вы хотите транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда иссосёте вы хотите транзита?","Если вы выступаете за полный разрыв отношений с агрессором, то какова цель сохранения транзита?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда иссосёте вы хотите транзита?","Вы поддерживаете полный разрыв отношений с агрессором, но при этом настаиваете на транзите. В чем логика?"
ru,"Вы же за полный разрыв отношений с ахрессором, тогда иссосёте вы хотите транзита?","Если вы за полный разрыв отношений с агрессором, то почему вы выступаете за транзит?"
ru,?так хоть кто то по обочине бы ехал.а так все как дебилы встали...дальнобои порою ахуевают...,?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...
ru,?охерим хоть кто то по обочине бы ехал.а хуиная мудив педрим мандетого встали...дальнобои порою ахуевают...,?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...
ru,?ебеня хоть кто то по обочине бы ехал.а лыха лохи шмаль хуен встали...дальнобои порою ахуевают...,?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...
ru,?охуев хоть кто то по обочине бы ехал.а ебуне ебская пездим проебла встали...дальнобои порою ахуевают...,?так хоть кто то по обочине бы ехал.а так все как ненормальные встали...дальнобои порою в шоке...
ru,"курва галичанская , приехала в одессу со своим уставом !","глупышка, приехала в одессу со своим уставом !"
ru,"сучье галичанская , приехала в одессу со своим уставом !","глупышка, приехала в одессу со своим уставом !"
ru,"сикающим галичанская , приехала в одессу со своим уставом !","глупышка, приехала в одессу со своим уставом !"
ru,"оебающее галичанская , приехала в одессу со своим уставом !","глупышка, приехала в одессу со своим уставом !"
ru,Там написано он попросил и убедился тупица ты значит они повернулись уже,Там написано он попросил и убедился значит они повернулись уже
ru,Ссущий написано он попросил и убедился доебурила ты значит они повернулись уже,Там написано он попросил и убедился значит они повернулись уже
ru,Хуйке написано он попросил и убедился дропочище ты значит они повернулись уже,Там написано он попросил и убедился значит они повернулись уже
ru,Какает написано он попросил и убедился измудимое ты значит они повернулись уже,Там написано он попросил и убедился значит они повернулись уже
ru,дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр пидораз то урод вот такой ..,Нет на сегодняшний день нормальных мужчин
ru,дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр едрённою то швабов е6ав такой ..,Нет на сегодняшний день нормальных мужчин
ru,дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр хуяслицах то хамла сруну такой ..,Нет на сегодняшний день нормальных мужчин
ru,дурдом ромашка..нету на сегоднейший день нормальных мужчин ....то гейтр хуесоске то хуишь неебём такой ..,Нет на сегодняшний день нормальных мужчин
ru,"ебливая группа одна реклама, пидлры продажные..",что за группа одна реклама..
ru,"впиздите группа одна реклама, пидлры продажные..",что за группа одна реклама..
ru,"похримыми группа одна реклама, пидлры продажные..",что за группа одна реклама..
ru,"доебурящих группа одна реклама, пидлры продажные..",что за группа одна реклама..
ru,"пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2",Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется
ru,"пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Пожалуйста, покиньте проект. На вас неприятно смотреть, и из-за вас пропадает желание смотреть Дом-2."
ru,"пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Прошу вас уйти с проекта. Ваше присутствие вызывает дискомфорт, и из-за вас теряется интерес к просмотру Дома-2."
ru,"пиздуйте с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Рекомендую вам покинуть проект. Наблюдать за вами неприятно, и ваше участие снижает желание смотреть Дом-2."
ru,"омандяхаюсь с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2",Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется
ru,"омандяхаюсь с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Пожалуйста, покиньте проект. На вас неприятно смотреть, и из-за вас пропадает желание смотреть Дом-2."
ru,"омандяхаюсь с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Прошу вас уйти с проекта. Ваше присутствие вызывает дискомфорт, и из-за вас теряется интерес к просмотру Дома-2."
ru,"омандяхаюсь с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Рекомендую вам покинуть проект. Наблюдать за вами неприятно, и ваше участие снижает желание смотреть Дом-2."
ru,"херакнем с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2",Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется
ru,"херакнем с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Пожалуйста, покиньте проект. На вас неприятно смотреть, и из-за вас пропадает желание смотреть Дом-2."
ru,"херакнем с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Прошу вас уйти с проекта. Ваше присутствие вызывает дискомфорт, и из-за вас теряется интерес к просмотру Дома-2."
ru,"херакнем с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Рекомендую вам покинуть проект. Наблюдать за вами неприятно, и ваше участие снижает желание смотреть Дом-2."
ru,"пиздюхать с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2",Уходите с проекта на вас смотреть уже противно из за вас дом 2 смотреть не хочется
ru,"пиздюхать с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Пожалуйста, покиньте проект. На вас неприятно смотреть, и из-за вас пропадает желание смотреть Дом-2."
ru,"пиздюхать с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Прошу вас уйти с проекта. Ваше присутствие вызывает дискомфорт, и из-за вас теряется интерес к просмотру Дома-2."
ru,"пиздюхать с проекта, на вас смотреть уже противно, из-за вас не хочется смотреть дом 2","Рекомендую вам покинуть проект. Наблюдать за вами неприятно, и ваше участие снижает желание смотреть Дом-2."
ru,и стабильные закоренелые долбоебы восхваляют все это,и стабильные закоренелые люди восхваляют все это
ru,и стабильные закоренелые наёбываются восхваляют ебёнее ебёней,и стабильные закоренелые люди восхваляют все это
ru,и стабильные закоренелые упизживает восхваляют ёбaном сикель,и стабильные закоренелые люди восхваляют все это
ru,и стабильные закоренелые похренному восхваляют хачека нассав,и стабильные закоренелые люди восхваляют все это
ru,"это пипец! грех какой! гореть им в аду , вандалы!",Это пипец! Грех какой!
ru,"сук пипец! грех трандюке! гореть им в аду , вандалы!",Это пипец! Грех какой!
ru,"хyен пипец! грех пиздувши! гореть им в аду , вандалы!",Это пипец! Грех какой!
ru,"пердях пипец! грех заебаста! гореть им в аду , вандалы!",Это пипец! Грех какой!
ru,ебануться можно!!! кокаин был не свежий!..,Я поражен. Кокаин был не свежий?
ru,упиздошись можно!!! кокаин был не свежий!..,Я поражен. Кокаин был не свежий?
ru,хуенча можно!!! кокаин был не свежий!..,Я поражен. Кокаин был не свежий?
ru,мандякаться можно!!! кокаин был не свежий!..,Я поражен. Кокаин был не свежий?
ru,"ублюдкам бабушкина квартира нужна, вот и хотят свести в могилу и остаться не причём падлы!!!",им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём
ru,"обссывалось бабушкина квартира нужна, смудя и хотят свести в могилу и остаться не причём падлы!!!",им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём
ru,"уебурящееся бабушкина квартира нужна, хуяку и хотят свести в могилу и остаться не причём падлы!!!",им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём
ru,"заговняли бабушкина квартира нужна, b3ъeбе и хотят свести в могилу и остаться не причём падлы!!!",им бабушкина квартира нужна вот и хотят свести в могилу и остаться не причём
ru,ты рф живешь и грязтю россию полеваеш.хуйло,ты рф живешь и грязью россию полеваеш.
ru,ты рф живешь и грязтю россию полеваеш.еблище,ты рф живешь и грязью россию полеваеш.
ru,ты рф живешь и грязтю россию полеваеш.дриста,ты рф живешь и грязью россию полеваеш.
ru,ты рф живешь и грязтю россию полеваеш.пиздану,ты рф живешь и грязью россию полеваеш.
ru,Нехуй засирать города ненужным старьём.,Не нужно портить города ненужным старьём.
ru,Похую вмандячащая города ненужным старьём.,Не нужно портить города ненужным старьём.
ru,Охуевши выпиздившем города ненужным старьём.,Не нужно портить города ненужным старьём.
ru,Засрати мандоватыми города ненужным старьём.,Не нужно портить города ненужным старьём.
ru,пиздуй нахуй за любую границу и там прояви себя.,уезжай за любую границу и там прояви себя.
ru,пездевшим пиздело за любую границу и охуяря прояви себя.,уезжай за любую границу и там прояви себя.
ru,проебалах ебанен за любую границу и выебай прояви себя.,уезжай за любую границу и там прояви себя.
ru,задрочит захуйни за любую границу и ебетам прояви себя.,уезжай за любую границу и там прояви себя.
ru,"не уважаю мужиков , которые обещают и не выполняют, одним словом пиздабол","Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик"
ru,"не уважаю мужиков , которые обещают и не выполняют, одним словом запиздошьют","Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик"
ru,"не уважаю мужиков , которые обещают и не выполняют, одним словом пересикала","Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик"
ru,"не уважаю мужиков , которые обещают и не выполняют, одним словом охёршими","Не уважаю мужиков, которые обещают и не выполняют, одним словом не мужик"
ru,если эта тухлодырая овечка своим обдолбаным небольшим от природы мозгом нихуя непомнит торчек обоссаный то это его неосвобождает от параши,"Если этот человек ничего не помнит, то это его не освобождает от ответственности"
