language,toxic_sentence,neutral_sentence
zh,这种男的就为废被狗屌,这种男性遭遇背叛，其实并不值得同情
zh,这种男的就为废被狗屌,这种男性被伴侣背叛，是自身行为可能导致的后果
zh,这种男的就为废被狗屌,这种男性被背叛，往往与他的某些行为有关
zh,这种男的就吹萧被马眼,这种男的被背叛是不值得同情的
zh,这种男的就吹萧被马眼,这种男性遭遇背叛，其实并不值得同情
zh,这种男的就吹萧被马眼,这种男性被伴侣背叛，是自身行为可能导致的后果
zh,这种男的就吹萧被马眼,这种男性被背叛，往往与他的某些行为有关
zh,建议仙女结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。,建议自我感觉过于良好的女性结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。
zh,建议憨批结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男干他老师，以此作为她们生育时被男性对待的标准。,建议自我感觉过于良好的女性结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。
zh,建议鸡佬结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男打炮，以此作为她们生育时被男性对待的标准。,建议自我感觉过于良好的女性结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。
zh,建议淫棍结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男淫母，以此作为她们生育时被男性对待的标准。,建议自我感觉过于良好的女性结婚前，男性一定要把怀胎十月分娩和坐月子的痛苦都体验一遍，这十个月一定要由她们照顾男性，以此作为她们生育时被男性对待的标准。
zh,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能它们觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋很恶心，但支持吃狗肉。,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能它们觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋很让人不舒服，但支持吃狗肉。
zh,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能支那觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋机掰心，但支持吃狗肉。,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能它们觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋很让人不舒服，但支持吃狗肉。
zh,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能臭鸡巴觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋别他吗心，但支持吃狗肉。,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能它们觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋很让人不舒服，但支持吃狗肉。
zh,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能干0粮觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋饭桶心，但支持吃狗肉。,我有个发现，大部分反对同性恋的人很少有支持吃狗肉的，可能它们觉得一边反对同性恋一边支持吃狗肉显得很分裂。可我不同，我觉得同性恋很让人不舒服，但支持吃狗肉。
zh,只准异恋普信，不准同恋自大——二极管,只准异性恋没有自知之明，不准同性恋自大——二极管
zh,只准异恋棒女，不准同恋自大——老虎,只准异性恋没有自知之明，不准同性恋自大——二极管
zh,只准异恋陕蛋蛋，不准同恋自大——和默,只准异性恋没有自知之明，不准同性恋自大——二极管
zh,只准异恋干你囔，不准同恋自大——招妓,只准异性恋没有自知之明，不准同性恋自大——二极管
zh,到时候好看的妹妹一个不剩，剩下的全是重型坦克,到时候好看的妹妹一个不剩，剩下的全是体重较重的女性
zh,到时候好看的妹妹一个不剩，剩下的全是重型撸管子,到时候好看的妹妹一个不剩，剩下的全是体重较重的女性
zh,到时候好看的妹妹一个不剩，剩下的全是重型侩子手,到时候好看的妹妹一个不剩，剩下的全是体重较重的女性
zh,到时候好看的妹妹一个不剩，剩下的全是重型襙你妈,到时候好看的妹妹一个不剩，剩下的全是体重较重的女性
zh,别尬黑，这是拳师日常化的高级妆,别尬黑，这是极端女权主义者日常化的高级妆
zh,别尬黑，这是讲话日常化的高级妆,别尬黑，这是极端女权主义者日常化的高级妆
zh,别尬黑，这是屌ˋ日常化的高级妆,别尬黑，这是极端女权主义者日常化的高级妆
zh,别尬黑，这是贱婊子日常化的高级妆,别尬黑，这是极端女权主义者日常化的高级妆
zh,在非洲孤独寂寞呗，母猪赛貂蝉,在非洲孤独寂寞呗，样貌普通的女性
zh,在非洲孤独寂寞呗，拉轰赛貂蝉,在非洲孤独寂寞呗，样貌普通的女性
zh,在非洲孤独寂寞呗，摆明了赛貂蝉,在非洲孤独寂寞呗，样貌普通的女性
zh,在非洲孤独寂寞呗，还真当赛貂蝉,在非洲孤独寂寞呗，样貌普通的女性
zh,普信女和拳畜是最下头的低等动物。,没有自知之明的女性和极端女权主义者是最让人扫兴的人。
zh,揉胸和靠腰是最傻狗的低等虫类。,没有自知之明的女性和极端女权主义者是最让人扫兴的人。
zh,多人杂交和智商是最心中的低等谜奸药。,没有自知之明的女性和极端女权主义者是最让人扫兴的人。
zh,淫屄和默就是最狗交式的低等书呆子。,没有自知之明的女性和极端女权主义者是最让人扫兴的人。
zh,你们基佬要人觉得你们基佬是有素质教养，你们基佬就应该阻止某个基佬让基佬们丢脸的事情否则就是同流合污,你们男同性恋要人觉得你们男同性恋是有素质教养，你们男同性恋就应该阻止某个男同性恋让男同性恋们丢脸的事情否则就是同流合污
zh,你母拳佬要人觉得你引诱佬是有素质教养，你巨屌屌你家姐应该阻止某妈呢佬让妈妈的们丢脸的事情否则就是同流合污,你们男同性恋要人觉得你们男同性恋是有素质教养，你们男同性恋就应该阻止某个男同性恋让男同性恋们丢脸的事情否则就是同流合污
zh,你妈了个逼佬要人觉得你我操你X佬是有素质教养，你妖怪屠同应该阻止某乱小的佬让嫩女们丢脸的事情否则就是同流合污,你们男同性恋要人觉得你们男同性恋是有素质教养，你们男同性恋就应该阻止某个男同性恋让男同性恋们丢脸的事情否则就是同流合污
zh,你g的佬要人觉得你奶炮佬是有素质教养，你肏你ㄉ操她的应该阻止某疯癫佬让乳神们丢脸的事情否则就是同流合污,你们男同性恋要人觉得你们男同性恋是有素质教养，你们男同性恋就应该阻止某个男同性恋让男同性恋们丢脸的事情否则就是同流合污
zh,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,我认为自我感觉过于良好的女性在世界第一极端女权主义国享有犯罪豁免权，二等男人就别叽叽歪歪了。极端女权主义国怎么可能有公平的法律。
zh,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,有人认为在某些性别平等程度较高的国家，女性可能享有更多法律保护，而部分男性可能感到不公平。这种说法忽略了法律体系的复杂性。
zh,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,在某些社会中，性别平等政策可能导致不同群体对法律公平性的看法产生分歧。需要具体分析法律执行情况。
zh,仙女在世界第一女拳国享有犯罪豁免权，二等男人就别叽叽歪歪了。女拳国怎么可能有公平的法律。,关于性别平等国家的法律公平性，存在不同观点。实际上，法律体系通常旨在保障所有公民权利，而非特定群体。
zh,姘头在世界第一吃软饭国享有犯罪豁免权，二等男人就别叽叽歪歪了。鸟话国怎么可能有公平的法律。,我认为自我感觉过于良好的女性在世界第一极端女权主义国享有犯罪豁免权，二等男人就别叽叽歪歪了。极端女权主义国怎么可能有公平的法律。
zh,姘头在世界第一吃软饭国享有犯罪豁免权，二等男人就别叽叽歪歪了。鸟话国怎么可能有公平的法律。,有人认为在某些性别平等程度较高的国家，女性可能享有更多法律保护，而部分男性可能感到不公平。这种说法忽略了法律体系的复杂性。
zh,姘头在世界第一吃软饭国享有犯罪豁免权，二等男人就别叽叽歪歪了。鸟话国怎么可能有公平的法律。,在某些社会中，性别平等政策可能导致不同群体对法律公平性的看法产生分歧。需要具体分析法律执行情况。
zh,姘头在世界第一吃软饭国享有犯罪豁免权，二等男人就别叽叽歪歪了。鸟话国怎么可能有公平的法律。,关于性别平等国家的法律公平性，存在不同观点。实际上，法律体系通常旨在保障所有公民权利，而非特定群体。
zh,幼交在世界第一赌棍国享有犯罪豁免权，二等男人就别叽叽歪歪了。去舔国怎么可能有公平的法律。,我认为自我感觉过于良好的女性在世界第一极端女权主义国享有犯罪豁免权，二等男人就别叽叽歪歪了。极端女权主义国怎么可能有公平的法律。
zh,幼交在世界第一赌棍国享有犯罪豁免权，二等男人就别叽叽歪歪了。去舔国怎么可能有公平的法律。,有人认为在某些性别平等程度较高的国家，女性可能享有更多法律保护，而部分男性可能感到不公平。这种说法忽略了法律体系的复杂性。
zh,幼交在世界第一赌棍国享有犯罪豁免权，二等男人就别叽叽歪歪了。去舔国怎么可能有公平的法律。,在某些社会中，性别平等政策可能导致不同群体对法律公平性的看法产生分歧。需要具体分析法律执行情况。
zh,幼交在世界第一赌棍国享有犯罪豁免权，二等男人就别叽叽歪歪了。去舔国怎么可能有公平的法律。,关于性别平等国家的法律公平性，存在不同观点。实际上，法律体系通常旨在保障所有公民权利，而非特定群体。
zh,机巴在世界第一干国享有犯罪豁免权，二等男人就别叽叽歪歪了。部屌国怎么可能有公平的法律。,我认为自我感觉过于良好的女性在世界第一极端女权主义国享有犯罪豁免权，二等男人就别叽叽歪歪了。极端女权主义国怎么可能有公平的法律。
zh,机巴在世界第一干国享有犯罪豁免权，二等男人就别叽叽歪歪了。部屌国怎么可能有公平的法律。,有人认为在某些性别平等程度较高的国家，女性可能享有更多法律保护，而部分男性可能感到不公平。这种说法忽略了法律体系的复杂性。
zh,机巴在世界第一干国享有犯罪豁免权，二等男人就别叽叽歪歪了。部屌国怎么可能有公平的法律。,在某些社会中，性别平等政策可能导致不同群体对法律公平性的看法产生分歧。需要具体分析法律执行情况。
zh,机巴在世界第一干国享有犯罪豁免权，二等男人就别叽叽歪歪了。部屌国怎么可能有公平的法律。,关于性别平等国家的法律公平性，存在不同观点。实际上，法律体系通常旨在保障所有公民权利，而非特定群体。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓男拳来无差别攻击全体女性,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓极端男权主义者来无差别攻击全体女性
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓男拳来无差别攻击全体女性,有人认为，部分用户通过伪装成男性发布极端言论，诱导他人对女性产生偏见。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓男拳来无差别攻击全体女性,有观点指出，网络上存在一些账号通过煽动性言论，试图扩大性别对立。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓男拳来无差别攻击全体女性,有讨论提到，某些行为可能通过刻意制造争议，影响他人对性别议题的看法。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓淫威来无差别攻击全体女娘娘腔,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓极端男权主义者来无差别攻击全体女性
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓淫威来无差别攻击全体女娘娘腔,有人认为，部分用户通过伪装成男性发布极端言论，诱导他人对女性产生偏见。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓淫威来无差别攻击全体女娘娘腔,有观点指出，网络上存在一些账号通过煽动性言论，试图扩大性别对立。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓淫威来无差别攻击全体女娘娘腔,有讨论提到，某些行为可能通过刻意制造争议，影响他人对性别议题的看法。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓奴才来无差别攻击全体女抽插,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓极端男权主义者来无差别攻击全体女性
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓奴才来无差别攻击全体女抽插,有人认为，部分用户通过伪装成男性发布极端言论，诱导他人对女性产生偏见。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓奴才来无差别攻击全体女抽插,有观点指出，网络上存在一些账号通过煽动性言论，试图扩大性别对立。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓奴才来无差别攻击全体女抽插,有讨论提到，某些行为可能通过刻意制造争议，影响他人对性别议题的看法。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓干崊娘机掰来无差别攻击全体女zz,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓极端男权主义者来无差别攻击全体女性
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓干崊娘机掰来无差别攻击全体女zz,有人认为，部分用户通过伪装成男性发布极端言论，诱导他人对女性产生偏见。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓干崊娘机掰来无差别攻击全体女zz,有观点指出，网络上存在一些账号通过煽动性言论，试图扩大性别对立。
zh,喷吧普遍男性反串带节奏，故意说一些反动的话让更多不知情的男生变成所谓干崊娘机掰来无差别攻击全体女zz,有讨论提到，某些行为可能通过刻意制造争议，影响他人对性别议题的看法。
zh,理中客就是女拳和舔狗扮的,理中客就是极端女权主义者和单方面付出的讨好他人的人扮的
zh,理中客就是受气包和贱人扮的,理中客就是极端女权主义者和单方面付出的讨好他人的人扮的
zh,理中客就是火辣和凸后翘扮的,理中客就是极端女权主义者和单方面付出的讨好他人的人扮的
zh,理中客就是双标和骚比扮的,理中客就是极端女权主义者和单方面付出的讨好他人的人扮的
zh,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱接盘??,选择器喽，个人认为那些找黑人的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱与这样的女人继续交往??
zh,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱接盘??,有些人可能会认为，选择与不同背景的人交往是个人自由，而每个人的价值观和责任感应当基于具体行为来评价，而非一概而论。
zh,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱接盘??,在多元社会中，人们对于伴侣的选择各有考量，重要的是双方在关系中的相互尊重与理解，而非以单一标准衡量。
zh,选择器喽，那些找泥搁的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱接盘??,关于择偶标准，不同人可能有不同偏好，但评价他人时应避免基于群体刻板印象，而应关注个体的实际品质与行为。
zh,选择器喽，那些找嘿砸个穷人杨思敏奶子水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱墓垢??,选择器喽，个人认为那些找黑人的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱与这样的女人继续交往??
zh,选择器喽，那些找嘿砸个穷人杨思敏奶子水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱墓垢??,有些人可能会认为，选择与不同背景的人交往是个人自由，而每个人的价值观和责任感应当基于具体行为来评价，而非一概而论。
zh,选择器喽，那些找嘿砸个穷人杨思敏奶子水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱墓垢??,在多元社会中，人们对于伴侣的选择各有考量，重要的是双方在关系中的相互尊重与理解，而非以单一标准衡量。
zh,选择器喽，那些找嘿砸个穷人杨思敏奶子水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱墓垢??,关于择偶标准，不同人可能有不同偏好，但评价他人时应避免基于群体刻板印象，而应关注个体的实际品质与行为。
zh,选择器喽，那些找屌事插死淫浪做小姐水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱他妈??,选择器喽，个人认为那些找黑人的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱与这样的女人继续交往??
zh,选择器喽，那些找屌事插死淫浪做小姐水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱他妈??,有些人可能会认为，选择与不同背景的人交往是个人自由，而每个人的价值观和责任感应当基于具体行为来评价，而非一概而论。
zh,选择器喽，那些找屌事插死淫浪做小姐水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱他妈??,在多元社会中，人们对于伴侣的选择各有考量，重要的是双方在关系中的相互尊重与理解，而非以单一标准衡量。
zh,选择器喽，那些找屌事插死淫浪做小姐水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱他妈??,关于择偶标准，不同人可能有不同偏好，但评价他人时应避免基于群体刻板印象，而应关注个体的实际品质与行为。
zh,选择器喽，那些找贱价性交视频绿绿好东水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱乌龟精??,选择器喽，个人认为那些找黑人的女人的智商水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱与这样的女人继续交往??
zh,选择器喽，那些找贱价性交视频绿绿好东水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱乌龟精??,有些人可能会认为，选择与不同背景的人交往是个人自由，而每个人的价值观和责任感应当基于具体行为来评价，而非一概而论。
zh,选择器喽，那些找贱价性交视频绿绿好东水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱乌龟精??,在多元社会中，人们对于伴侣的选择各有考量，重要的是双方在关系中的相互尊重与理解，而非以单一标准衡量。
zh,选择器喽，那些找贱价性交视频绿绿好东水平，社会责任感和价值观显然不配和正常的国人哺育正常的后代??可惜就是有人爱乌龟精??,关于择偶标准，不同人可能有不同偏好，但评价他人时应避免基于群体刻板印象，而应关注个体的实际品质与行为。
zh,捧杀操作起来比较容易，顺着她说就完事了,过分地吹捧致其失败操作起来比较容易，顺着她说就完事了
zh,捧杀操作起来比较容易，顺着她说就完事了,通过过度吹捧来影响他人，操作上相对简单，只需顺着对方的意思说就可以了
zh,捧杀操作起来比较容易，顺着她说就完事了,利用赞美使对方放松警惕，这种方法执行起来不难，只要附和对方的观点就行
zh,捧杀操作起来比较容易，顺着她说就完事了,用夸奖的方式间接影响他人，操作门槛较低，顺着对方的话讲即可实现
zh,脱光操作起来比较容易，顺着她说就完事了,过分地吹捧致其失败操作起来比较容易，顺着她说就完事了
zh,脱光操作起来比较容易，顺着她说就完事了,通过过度吹捧来影响他人，操作上相对简单，只需顺着对方的意思说就可以了
zh,脱光操作起来比较容易，顺着她说就完事了,利用赞美使对方放松警惕，这种方法执行起来不难，只要附和对方的观点就行
zh,脱光操作起来比较容易，顺着她说就完事了,用夸奖的方式间接影响他人，操作门槛较低，顺着对方的话讲即可实现
zh,乳房操作起来比较容易，顺着她说就完事了,过分地吹捧致其失败操作起来比较容易，顺着她说就完事了
zh,乳房操作起来比较容易，顺着她说就完事了,通过过度吹捧来影响他人，操作上相对简单，只需顺着对方的意思说就可以了
zh,乳房操作起来比较容易，顺着她说就完事了,利用赞美使对方放松警惕，这种方法执行起来不难，只要附和对方的观点就行
zh,乳房操作起来比较容易，顺着她说就完事了,用夸奖的方式间接影响他人，操作门槛较低，顺着对方的话讲即可实现
zh,你娘咧操作起来比较容易，顺着她说就完事了,过分地吹捧致其失败操作起来比较容易，顺着她说就完事了
zh,你娘咧操作起来比较容易，顺着她说就完事了,通过过度吹捧来影响他人，操作上相对简单，只需顺着对方的意思说就可以了
zh,你娘咧操作起来比较容易，顺着她说就完事了,利用赞美使对方放松警惕，这种方法执行起来不难，只要附和对方的观点就行
zh,你娘咧操作起来比较容易，顺着她说就完事了,用夸奖的方式间接影响他人，操作门槛较低，顺着对方的话讲即可实现
zh,你说得挺对，但也很废话。你看现在反嘿的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐,你说得挺对，但也很废话。你看现在反感黑人的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐
zh,你说得挺对，但也很王八蛋。你看现在反嘿的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐,你说得挺对，但也很废话。你看现在反感黑人的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐
zh,你说得挺对，但也很轻侮。你看现在反嘿的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐,你说得挺对，但也很废话。你看现在反感黑人的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐
zh,你说得挺对，但也很西戎。你看现在反嘿的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐,你说得挺对，但也很废话。你看现在反感黑人的哪个有权力？你有权力吗？现在就是真正有权力的还助邹为虐
zh,妖怪，恶心死了,你这个奇怪的人，真让人感到不舒服
zh,干她娘的，妈个老比小骚比,你这个奇怪的人，真让人感到不舒服
zh,说话，三陪小姐厚颜无耻,你这个奇怪的人，真让人感到不舒服
zh,人兽，ir挖沟洨,你这个奇怪的人，真让人感到不舒服
zh,要是我周围朋友出现个和默交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,要是我周围朋友出现个和黑人交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水
zh,要是我周围朋友出现个坏书交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,要是我周围朋友出现个和黑人交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水
zh,要是我周围朋友出现个阴户交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,要是我周围朋友出现个和黑人交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水
zh,要是我周围朋友出现个白嫩交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水,要是我周围朋友出现个和黑人交往的直接拉黑不用再见了??毕竟我怕哪天把我也拉下水
zh,？基佬对社会的贡献远不如一个长相不佳的直男工程师,？个人认为男同性恋对社会的贡献不如一个长相不佳的直男工程师
zh,？干逼对社会的贡献远不如一个长相不佳的直男工程师,？个人认为男同性恋对社会的贡献不如一个长相不佳的直男工程师
zh,？淫水对社会的贡献远不如一个长相不佳的直男工程师,？个人认为男同性恋对社会的贡献不如一个长相不佳的直男工程师
zh,？鲨鼻对社会的贡献远不如一个长相不佳的直男工程师,？个人认为男同性恋对社会的贡献不如一个长相不佳的直男工程师
zh,恶心到家了！,令我不适到家了！
zh,狗狼养的到家了！,令我不适到家了！
zh,鸡掰干到家了！,令我不适到家了！
zh,乖儿到家了！,令我不适到家了！
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，棒子，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，韩国，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，棒子，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,历史上曾有观点认为，对外援助不应优先于本国人民的基本需求。这种看法引发了对资源分配优先级的讨论。
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，棒子，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,从历史角度看，关于对外援助与国内民生关系的争议并非孤立事件，而是长期存在的政策讨论话题。
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，棒子，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,不同时期都存在关于资源分配优先顺序的争论，包括对外援助与国内需求之间的平衡问题。
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，我靠，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，韩国，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，我靠，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,历史上曾有观点认为，对外援助不应优先于本国人民的基本需求。这种看法引发了对资源分配优先级的讨论。
zh,前有慈禧的宁予蛮邦不予家奴，后有老猫的中国人没饭吃也得让越南，我靠，阿尔巴尼亚吃饱的友邦论，可谓上梁不正下梁歪，遗毒甚远,从历史角度看，关于对外援助与国内民生关系的争议并非孤立事件，而是长期存在的政策讨论话题。
