language,toxic_sentence,neutral_sentence
am,እውነት ካለህ እኮ ምንም ኣግዙኝ እርዱኝ ማለት አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: ለእንዳንተ ዉሸት ቀለቡ ግን ዕዉነትም ሲነግሩት ኣይዋጥለጥም,እውነት ካለህ እኮ ምንም ሌላ ተጨማሪ እርዳታ መጠየቅ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: በእውነት የማታምን ከሆነ ግን እውነትም ቢነግሩህ ላይዋጥልህ ይችላል፡፡
am,ባሮች ካለህ እኮ ምንም ኣግዙኝ እርዱኝ ቀዘንሽ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: ለእንዳንተ ዉሸት ቀለቡ ግን ዕዉነትም ሲነግሩት ኣይዋጥለጥም,እውነት ካለህ እኮ ምንም ሌላ ተጨማሪ እርዳታ መጠየቅ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: በእውነት የማታምን ከሆነ ግን እውነትም ቢነግሩህ ላይዋጥልህ ይችላል፡፡
am,የተረገመ ካለህ እኮ ምንም ኣግዙኝ እርዱኝ መሀይም አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: ለእንዳንተ ዉሸት ቀለቡ ግን ዕዉነትም ሲነግሩት ኣይዋጥለጥም,እውነት ካለህ እኮ ምንም ሌላ ተጨማሪ እርዳታ መጠየቅ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: በእውነት የማታምን ከሆነ ግን እውነትም ቢነግሩህ ላይዋጥልህ ይችላል፡፡
am,ፊንገር ካለህ እኮ ምንም ኣግዙኝ እርዱኝ ቀዘኑ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: ለእንዳንተ ዉሸት ቀለቡ ግን ዕዉነትም ሲነግሩት ኣይዋጥለጥም,እውነት ካለህ እኮ ምንም ሌላ ተጨማሪ እርዳታ መጠየቅ አያስፈልግም:: እዉነት ራሱ ይመሰክራል እና ነው:: በእውነት የማታምን ከሆነ ግን እውነትም ቢነግሩህ ላይዋጥልህ ይችላል፡፡
am,ሃሃሃሃሃ.አይዱ ዲሉዥናል ይሉናል። የዲሉዢኑ ባለቤት ማን እንደሆነ በማያዳግም ሁኔታ ለመመስከር ከዘመን በላይ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :,የዲሉዢኑ ባለቤት ማን እንደሆነ ለመመስከር ከዘመን በላይ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :
am,ሃሃሃሃሃ.አይዱ ዲሉዥናል ይሉናል። የዲሉዢኑ ባለቤት ማን እንደሆነ በማያዳግም ሁኔታ ለመመስከር ከዘመን ፋክ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :,የዲሉዢኑ ባለቤት ማን እንደሆነ ለመመስከር ከዘመን በላይ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :
am,ሃሃሃሃሃ.አይዱ ዲሉዥናል ይሉናል። የዲሉዢኑ ባለቤት ማን እንደሆነ በማያዳግም ሁኔታ ለመመስከር ከዘመን ነጫጭባ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :,የዲሉዢኑ ባለቤት ማን እንደሆነ ለመመስከር ከዘመን በላይ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :
am,ሃሃሃሃሃ.አይዱ ዲሉዥናል ይሉናል። የዲሉዢኑ ባለቤት ማን እንደሆነ በማያዳግም ሁኔታ ለመመስከር ከዘመን ቱልቱላ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :,የዲሉዢኑ ባለቤት ማን እንደሆነ ለመመስከር ከዘመን በላይ ማንን ምስክር እንጥራ እንግዲህ? ማየት ነው። :
am,አንተ ውታፍ ነቃይ የትላንቱን ዲቤት አየህው አንገትን የሚያስደፋ እንዳንተ አይነቱን በቁሙ የሚቀብር ነው ከአብን ጋር ወደፊት ደደብ ዲቃላ,የትላንቱን ክርክር አየህው በጣም ጠንካራና የምትሉትን ያሳጣ ነበር
am,ባርያዎች ውታፍ ነቃይ የትላንቱን ዲቤት አየህው አንገትን የሚያስደፋ ጉራ ልብዳሽ በቁሙ የሚቀብር ነው ከአብን ጋር ወደፊት ግድሚ ዕምስ,የትላንቱን ክርክር አየህው በጣም ጠንካራና የምትሉትን ያሳጣ ነበር
am,ኣንተ ውታፍ ነቃይ የትላንቱን ዲቤት አየህው አንገትን የሚያስደፋ ማራት ከንቱ በቁሙ የሚቀብር ነው ከአብን ጋር ወደፊት እምሶች ሊጣም,የትላንቱን ክርክር አየህው በጣም ጠንካራና የምትሉትን ያሳጣ ነበር
am,ልብዳህ ውታፍ ነቃይ የትላንቱን ዲቤት አየህው አንገትን የሚያስደፋ ፋክ ፖርን በቁሙ የሚቀብር ነው ከአብን ጋር ወደፊት ግድሚ ብዳታም,የትላንቱን ክርክር አየህው በጣም ጠንካራና የምትሉትን ያሳጣ ነበር
am,ከማነው አሁን ሚታገለው? ከወንድሙ? ወጣ ብሎ ጠላት አጥቅቶ ያቃል? መንደር ውስጥ ማንን ለማጥቃት? ቱልቱላ ብቻ,ከማነው አሁን ሚታገለው?  ከራስ ወንድም ጋር መታገል ምንም  ትርጉምና ውጤት የለውም፡፡
am,ከማነው ጨካኝ ሚታገለው? ከወንድሙ? ወጣ ብሎ ደንቆሮ አጥቅቶ ያቃል? መንደር ብድ ማንን ለማጥቃት? አንድ ብቻ,ከማነው አሁን ሚታገለው?  ከራስ ወንድም ጋር መታገል ምንም  ትርጉምና ውጤት የለውም፡፡
am,ከማነው ሸለመጥማጥ ሚታገለው? ከወንድሙ? ወጣ ብሎ ቁላ አጥቅቶ ያቃል? መንደር ቆለጥ ማንን ለማጥቃት? ግም ብቻ,ከማነው አሁን ሚታገለው?  ከራስ ወንድም ጋር መታገል ምንም  ትርጉምና ውጤት የለውም፡፡
am,ከማነው ውስጥ ሚታገለው? ከወንድሙ? ወጣ ብሎ ኩቺ አጥቅቶ ያቃል? መንደር አራም ማንን ለማጥቃት? ሊጣም ብቻ,ከማነው አሁን ሚታገለው?  ከራስ ወንድም ጋር መታገል ምንም  ትርጉምና ውጤት የለውም፡፡
am,ወሬኛ በለው ባክህ አሁን ነው ይሄ የሚታየው ግደል ተጋደል ሲል ከርሞ:: መገለባበጥማ ይችሉበታል,ትርጉም የሌለው ነገር ነው አሁን የሚናገረው ፤ አሁን ነው ይሄ የሚታየው ለጦርነት ሲያነሳሳ ከርሞ :: ሀሳብን እንደቀልድ መቀየር ይችሉበታል
am,ወሬኛ ኩቺ ባክህ ቁላ ነው ይሄ የሚታየው ግደል ተጋደል ሲል ከርሞ:: መገለባበጥማ ይችሉበታል,ትርጉም የሌለው ነገር ነው አሁን የሚናገረው ፤ አሁን ነው ይሄ የሚታየው ለጦርነት ሲያነሳሳ ከርሞ :: ሀሳብን እንደቀልድ መቀየር ይችሉበታል
am,ወሬኛ ሴጋ ባክህ ብለህ ነው ይሄ የሚታየው ግደል ተጋደል ሲል ከርሞ:: መገለባበጥማ ይችሉበታል,ትርጉም የሌለው ነገር ነው አሁን የሚናገረው ፤ አሁን ነው ይሄ የሚታየው ለጦርነት ሲያነሳሳ ከርሞ :: ሀሳብን እንደቀልድ መቀየር ይችሉበታል
am,ወሬኛ ዲቃላ ባክህ መርጨት ነው ይሄ የሚታየው ግደል ተጋደል ሲል ከርሞ:: መገለባበጥማ ይችሉበታል,ትርጉም የሌለው ነገር ነው አሁን የሚናገረው ፤ አሁን ነው ይሄ የሚታየው ለጦርነት ሲያነሳሳ ከርሞ :: ሀሳብን እንደቀልድ መቀየር ይችሉበታል
am,በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል የለም ሲቀጥል ደግሞ በጣም የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ
am,በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል ብዳታም ሲቀጥል መጋዣ ቁላዎች የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ
am,በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል ቂጥ ሲቀጥል የለም የዛሬ የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ
am,በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል ሰፋሪ ሲቀጥል ተበዳ ለማለት የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ
am,አንቺ ደደብ ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከምትነፊ አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ሌላ ነገር ትተሽ  አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል
am,አንቺ ደደብ ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከምትነፊ አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ጊዜሽን ከማባከን ይልቅ ለተራበው የትግራይ ህዝብ መርዳት ብትችዪ ይሻላል
am,አንቺ ደደብ ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከምትነፊ አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከማወክ ይልቅ ለተራበው የትግራይ ህዝብ የበለጠ ማበርከት ትችያለሽ
am,አንቺ ደደብ ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከምትነፊ አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ንግግርሽን ከመቀጠል ይልቅ ለተራበው የትግራይ ህዝብ ማዳረስ ብትሞክሪ ይሻላል
am,የሚበዳ ብድ ስለ ሃገርሽ የምታስቢ ቀዘነች ወሬሽን ከምትነፊ አጋሰስ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ሌላ ነገር ትተሽ  አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል
am,የሚበዳ ብድ ስለ ሃገርሽ የምታስቢ ቀዘነች ወሬሽን ከምትነፊ አጋሰስ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ጊዜሽን ከማባከን ይልቅ ለተራበው የትግራይ ህዝብ መርዳት ብትችዪ ይሻላል
am,የሚበዳ ብድ ስለ ሃገርሽ የምታስቢ ቀዘነች ወሬሽን ከምትነፊ አጋሰስ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከማወክ ይልቅ ለተራበው የትግራይ ህዝብ የበለጠ ማበርከት ትችያለሽ
am,የሚበዳ ብድ ስለ ሃገርሽ የምታስቢ ቀዘነች ወሬሽን ከምትነፊ አጋሰስ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ንግግርሽን ከመቀጠል ይልቅ ለተራበው የትግራይ ህዝብ ማዳረስ ብትሞክሪ ይሻላል
am,እርግጉም ቀሽም ስለ ሃገርሽ የምታስቢ እንዳንተ ወሬሽን ከምትነፊ ደግሞ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ሌላ ነገር ትተሽ  አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል
am,እርግጉም ቀሽም ስለ ሃገርሽ የምታስቢ እንዳንተ ወሬሽን ከምትነፊ ደግሞ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ጊዜሽን ከማባከን ይልቅ ለተራበው የትግራይ ህዝብ መርዳት ብትችዪ ይሻላል
am,እርግጉም ቀሽም ስለ ሃገርሽ የምታስቢ እንዳንተ ወሬሽን ከምትነፊ ደግሞ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከማወክ ይልቅ ለተራበው የትግራይ ህዝብ የበለጠ ማበርከት ትችያለሽ
am,እርግጉም ቀሽም ስለ ሃገርሽ የምታስቢ እንዳንተ ወሬሽን ከምትነፊ ደግሞ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ንግግርሽን ከመቀጠል ይልቅ ለተራበው የትግራይ ህዝብ ማዳረስ ብትሞክሪ ይሻላል
am,አውሬ ፈጣሪ ስለ ሃገርሽ የምታስቢ ባላገር ወሬሽን ከምትነፊ አህያ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ሌላ ነገር ትተሽ  አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል
am,አውሬ ፈጣሪ ስለ ሃገርሽ የምታስቢ ባላገር ወሬሽን ከምትነፊ አህያ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ጊዜሽን ከማባከን ይልቅ ለተራበው የትግራይ ህዝብ መርዳት ብትችዪ ይሻላል
am,አውሬ ፈጣሪ ስለ ሃገርሽ የምታስቢ ባላገር ወሬሽን ከምትነፊ አህያ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከማወክ ይልቅ ለተራበው የትግራይ ህዝብ የበለጠ ማበርከት ትችያለሽ
am,አውሬ ፈጣሪ ስለ ሃገርሽ የምታስቢ ባላገር ወሬሽን ከምትነፊ አህያ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ንግግርሽን ከመቀጠል ይልቅ ለተራበው የትግራይ ህዝብ ማዳረስ ብትሞክሪ ይሻላል
am,መፅሀፍ ማለት አንቺ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት ማለት ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማለት አንቺ እንደ ነገሩ ጋደም ብለሽ  ዝምብሎ የሚነበብ ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።
am,መፅሀፍ ማለት አንቺ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት ማለት ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማለት እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።
am,መፅሀፍ ማለት አንቺ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት ማለት ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማንበብ በንቃት እወቀት የሚፈልግ ነው።
am,መፅሀፍ ማለት አንቺ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት ማለት ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍን በትኩረትና በንቃት ማንበብ ያስፈልጋል።
am,መፅሀፍ ጫታም ጥምብ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት አር አንተም የቂጥ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማለት አንቺ እንደ ነገሩ ጋደም ብለሽ  ዝምብሎ የሚነበብ ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።
am,መፅሀፍ ጫታም ጥምብ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት አር አንተም የቂጥ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማለት እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።
