language,toxic_sentence,neutral_sentence
hi,अगर नुकसान नही है तो फिर तुम भड़वों की कमीना रंडी रोना क्यों रो रहे हो ?,अगर नुकसान नही है तो फिर तुम तमाशा क्यों कर रहे हो ?
hi,मादरचोद दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया,वह दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया
hi,माटनाोद दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया,वह दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया
hi,मावैश्याोद दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया,वह दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया
hi,मास्तनोद दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया,वह दिल्ली सरकार की स्कूल की चर्चा करते हुए उस मुद्दे पर टिक नही पाया
hi,मादरचोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उधर नेटवर्क का प्रॉब्लम है तो सिम कार्ड क्यों इश्यू करते हो उस एरिया में?
hi,मादरचोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,"यदि उस इलाके में नेटवर्क की समस्या है, तो वहां सिम कार्ड क्यों जारी किए जाते हैं?"
hi,मादरचोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उस क्षेत्र में नेटवर्क की समस्या होने पर भी सिम कार्ड जारी करने का क्या कारण है?
hi,माले लेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उधर नेटवर्क का प्रॉब्लम है तो सिम कार्ड क्यों इश्यू करते हो उस एरिया में?
hi,माले लेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,"यदि उस इलाके में नेटवर्क की समस्या है, तो वहां सिम कार्ड क्यों जारी किए जाते हैं?"
hi,माले लेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उस क्षेत्र में नेटवर्क की समस्या होने पर भी सिम कार्ड जारी करने का क्या कारण है?
hi,माचोदीोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उधर नेटवर्क का प्रॉब्लम है तो सिम कार्ड क्यों इश्यू करते हो उस एरिया में?
hi,माचोदीोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,"यदि उस इलाके में नेटवर्क की समस्या है, तो वहां सिम कार्ड क्यों जारी किए जाते हैं?"
hi,माचोदीोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उस क्षेत्र में नेटवर्क की समस्या होने पर भी सिम कार्ड जारी करने का क्या कारण है?
hi,माकमीनेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उधर नेटवर्क का प्रॉब्लम है तो सिम कार्ड क्यों इश्यू करते हो उस एरिया में?
hi,माकमीनेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,"यदि उस इलाके में नेटवर्क की समस्या है, तो वहां सिम कार्ड क्यों जारी किए जाते हैं?"
hi,माकमीनेोद उधर नेटवर्क का प्रॉब्लम है तो गांड मराने सिम कार्ड इश्यू करते हो उस एरिया में?,उस क्षेत्र में नेटवर्क की समस्या होने पर भी सिम कार्ड जारी करने का क्या कारण है?
hi,साले की शक्ल ही सूअर जैसी लग रही है। जैसा काम वैसी शक्ल । ,उसकी शक्ल ही बेकार सी लग रही है | जैसा काम वैसी शक्ल । 
hi,समस्या तुम जैसे मादरचोद ढोंगी पुजारी है।,समस्या तुम जैसे ढोंगी पुजारी है।
hi,समस्या तुम जैसे मापट्ठाोद ढोंगी पुजारी है।,समस्या तुम जैसे ढोंगी पुजारी है।
hi,समस्या तुम जैसे माचुदाोद ढोंगी पुजारी है।,समस्या तुम जैसे ढोंगी पुजारी है।
hi,समस्या तुम जैसे माबूब्सोद ढोंगी पुजारी है।,समस्या तुम जैसे ढोंगी पुजारी है।
hi,रंडि के पैदाइस कुछ नहि बोलेगे ?,यह लोग कुछ नहि बोलेगे ?
hi,रंडि के पैदाइस कुछ नहि बोलेगे ?,यह लोग कुछ नहीं बोलेंगे ?
hi,रंडि के पैदाइस कुछ नहि बोलेगे ?,क्या ये लोग कुछ नहीं कहेंगे ?
hi,रंडि के पैदाइस कुछ नहि बोलेगे ?,वे लोग कुछ नहीं बोलेंगे क्या ?
hi,इस मधरजात को इतना मारो की दुबारा खुद की बहन को भी देखने मे इसके पसीने छुटे हरामी साला।,इसको ऐसा सबक सिखाओ कि किसी दूसरी औरत को कभी गंदी नजर से ना देखे |
hi,इस मधरजात को इतना मारो की दुबारा खुद की बहन को भी देखने मे इसके पसीने छुटे हरामी साला।,इस व्यक्ति को ऐसी सजा दो कि वह दोबारा किसी महिला को गलत नजर से न देखे।
hi,इस मधरजात को इतना मारो की दुबारा खुद की बहन को भी देखने मे इसके पसीने छुटे हरामी साला।,इस आदमी को इस तरह समझाओ कि वह दोबारा किसी औरत के प्रति अनुचित व्यवहार न करे।
hi,इस मधरजात को इतना मारो की दुबारा खुद की बहन को भी देखने मे इसके पसीने छुटे हरामी साला।,इस इंसान को ऐसी शिक्षा दो कि वह दूसरी महिलाओं का सम्मान करना सीखे।
hi,इस मधरजात को बहनचोदा मारो की दुबारा खुद की लन्ड को भी देखने मे इसके पसीने छुटे हरामी साला।,इसको ऐसा सबक सिखाओ कि किसी दूसरी औरत को कभी गंदी नजर से ना देखे |
hi,इस मधरजात को बहनचोदा मारो की दुबारा खुद की लन्ड को भी देखने मे इसके पसीने छुटे हरामी साला।,इस व्यक्ति को ऐसी सजा दो कि वह दोबारा किसी महिला को गलत नजर से न देखे।
hi,इस मधरजात को बहनचोदा मारो की दुबारा खुद की लन्ड को भी देखने मे इसके पसीने छुटे हरामी साला।,इस आदमी को इस तरह समझाओ कि वह दोबारा किसी औरत के प्रति अनुचित व्यवहार न करे।
hi,इस मधरजात को बहनचोदा मारो की दुबारा खुद की लन्ड को भी देखने मे इसके पसीने छुटे हरामी साला।,इस इंसान को ऐसी शिक्षा दो कि वह दूसरी महिलाओं का सम्मान करना सीखे।
hi,इस मधरजात को झंडूा मारो की दुबारा खुद की वैश्या को भी देखने मे इसके पसीने छुटे हरामी साला।,इसको ऐसा सबक सिखाओ कि किसी दूसरी औरत को कभी गंदी नजर से ना देखे |
hi,इस मधरजात को झंडूा मारो की दुबारा खुद की वैश्या को भी देखने मे इसके पसीने छुटे हरामी साला।,इस व्यक्ति को ऐसी सजा दो कि वह दोबारा किसी महिला को गलत नजर से न देखे।
hi,इस मधरजात को झंडूा मारो की दुबारा खुद की वैश्या को भी देखने मे इसके पसीने छुटे हरामी साला।,इस आदमी को इस तरह समझाओ कि वह दोबारा किसी औरत के प्रति अनुचित व्यवहार न करे।
hi,इस मधरजात को झंडूा मारो की दुबारा खुद की वैश्या को भी देखने मे इसके पसीने छुटे हरामी साला।,इस इंसान को ऐसी शिक्षा दो कि वह दूसरी महिलाओं का सम्मान करना सीखे।
hi,इस मधरजात को कमबख्ता मारो की दुबारा खुद की चोदू को भी देखने मे इसके पसीने छुटे हरामी साला।,इसको ऐसा सबक सिखाओ कि किसी दूसरी औरत को कभी गंदी नजर से ना देखे |
hi,इस मधरजात को कमबख्ता मारो की दुबारा खुद की चोदू को भी देखने मे इसके पसीने छुटे हरामी साला।,इस व्यक्ति को ऐसी सजा दो कि वह दोबारा किसी महिला को गलत नजर से न देखे।
hi,इस मधरजात को कमबख्ता मारो की दुबारा खुद की चोदू को भी देखने मे इसके पसीने छुटे हरामी साला।,इस आदमी को इस तरह समझाओ कि वह दोबारा किसी औरत के प्रति अनुचित व्यवहार न करे।
hi,इस मधरजात को कमबख्ता मारो की दुबारा खुद की चोदू को भी देखने मे इसके पसीने छुटे हरामी साला।,इस इंसान को ऐसी शिक्षा दो कि वह दूसरी महिलाओं का सम्मान करना सीखे।
hi,इन सालों की गांड पर लात मार के बाहर कर देना चाहिए मादरचोद रास्ता जाम किये बैठा है,इन को जबरदस्ती बाहर कर देना चाहिए  रास्ता जाम किये बैठा है
hi,इन सालों की गांड पर लात मार के बाहर कर देना चाहिए माफ़ाड़नाोद रास्ता जाम किये बैठा है,इन को जबरदस्ती बाहर कर देना चाहिए  रास्ता जाम किये बैठा है
hi,इन सालों की गांड पर लात मार के बाहर कर देना चाहिए मामूर्खोद रास्ता जाम किये बैठा है,इन को जबरदस्ती बाहर कर देना चाहिए  रास्ता जाम किये बैठा है
hi,इन सालों की गांड पर लात मार के बाहर कर देना चाहिए मावैश्याोद रास्ता जाम किये बैठा है,इन को जबरदस्ती बाहर कर देना चाहिए  रास्ता जाम किये बैठा है
hi,चला है लोडा एक्सपर्ट बनने...,चला है एक्सपर्ट बनने...
hi,"भड्वा, तल्वे चातु, कुत्ते से भी बडा कुत्ता देखना हो तो तुजे देख लेना चाहिये",अगर इस्से भी खराब इंसान देखना है तो तुम्हें देखना चाहिए
hi,"कभी तो अपने कॉम की गंदगी को साफ करो, हलाला, तहर्रूष, मुताह",कभी तो अपने कॉम की गंदगी को साफ करो
hi,इस सुअर के बच्चे ने बहुत ही आपत्ती जनक भाषा का इस्तमाल किया है।,इस बेकार आदमी ने बहुत ही आपत्ती जनक भाषा का इस्तमाल किया है।
hi,सुवर कहि के इनकी भी बहन बेटियो के साथ नहीं होंना चाहिए यह सब ,बेकार आदमी इनकी भी बहन बेटियो के साथ नहीं होंना चाहिए यह सब
hi,सुवर कहि के इनकी भी गंडिया बेटियो के साथ नहीं होंना चाहिए यह सब,बेकार आदमी इनकी भी बहन बेटियो के साथ नहीं होंना चाहिए यह सब
hi,सुवर कहि के इनकी भी चोदना बेटियो के साथ नहीं होंना चाहिए यह सब,बेकार आदमी इनकी भी बहन बेटियो के साथ नहीं होंना चाहिए यह सब
hi,सुवर कहि के इनकी भी भड़ुआ बेटियो के साथ नहीं होंना चाहिए यह सब,बेकार आदमी इनकी भी बहन बेटियो के साथ नहीं होंना चाहिए यह सब
hi,तुम लोग सालों नंगे कर के मारे जाओगे सुवर की औलाद,तुम लोगों का अंजाम अच्छा नहीं होगा 
hi,"अगर ये भडवा गिरी है तो जो जसोदाबेन के साथ हो रहा है वो दलाली, भडवा गिरी  और अन्याय तीनों है जो आपके यहां हो रहा है","अगर ये गलत है तो जो जसोदाबेन के साथ हो रहा है वो पक्षपात, गलत और अन्याय तीनों है जो आपके यहां हो रहा है"
hi,"अगर ये चूतमराा गिरी है तो जो जसोदाबेन के साथ हो रहा है वो दलाली, फ़टीा गिरी  और अन्याय तीनों है जो आपके यहां हो रहा है","अगर ये गलत है तो जो जसोदाबेन के साथ हो रहा है वो पक्षपात, गलत और अन्याय तीनों है जो आपके यहां हो रहा है"
hi,"अगर ये टट्टीा गिरी है तो जो जसोदाबेन के साथ हो रहा है वो दलाली, वेश्याा गिरी  और अन्याय तीनों है जो आपके यहां हो रहा है","अगर ये गलत है तो जो जसोदाबेन के साथ हो रहा है वो पक्षपात, गलत और अन्याय तीनों है जो आपके यहां हो रहा है"
hi,"अगर ये गुलामा गिरी है तो जो जसोदाबेन के साथ हो रहा है वो दलाली, कमीनीा गिरी  और अन्याय तीनों है जो आपके यहां हो रहा है","अगर ये गलत है तो जो जसोदाबेन के साथ हो रहा है वो पक्षपात, गलत और अन्याय तीनों है जो आपके यहां हो रहा है"
hi,भोसडी बालो तुम ही अपनी बहनो को भेजते हो चुदबाने इन लिव-इन रिलेशनशिप के नाम पर,तुम ही अपनी बहनो को लिव-इन रिलेशनशिप में रहने की इजाजत देते हो 
hi,भोसडी बालो तुम ही अपनी कुतियाो को भेजते हो चुदबाने इन लिव-इन रिलेशनशिप के नाम पर,तुम ही अपनी बहनो को लिव-इन रिलेशनशिप में रहने की इजाजत देते हो 
hi,भोसडी बालो तुम ही अपनी चोदीो को भेजते हो चुदबाने इन लिव-इन रिलेशनशिप के नाम पर,तुम ही अपनी बहनो को लिव-इन रिलेशनशिप में रहने की इजाजत देते हो 
hi,भोसडी बालो तुम ही अपनी कमीनीो को भेजते हो चुदबाने इन लिव-इन रिलेशनशिप के नाम पर,तुम ही अपनी बहनो को लिव-इन रिलेशनशिप में रहने की इजाजत देते हो 
hi,सूअर के पिछवाड़े मे और बाथरुम मे अपनी बेटी को ढूंढ रहा है,अपनी बेटी को हर जगह ढूंढ रहा है 
hi,काहे के प्रोफेशनल बे भड़वा गिरी और दलाली के ?,काहे के प्रोफेशनल बे गलत काम करने के ?
hi,और ये रोहित ने घुसेड़ा पहला छक्का गांड में..,और ये रोहित ने मारा पहला जबरदस्त छक्का..
hi,एड्रेस पर भोसड़ी के भेज रहा हू ,एड्रेस पर तेरे भेज रहा हू 
hi,भोंसड़ी के तेरे पिछवाड़े में कांग्रेस का पंजा पड़ेगा तो समझ मे आएगा,जब कांग्रेस जीतेगी तभी तुझे समझ मे आएगा 
hi,कुछ लोग तो अपने बायो मे फाउंडर तो ऎसे लिखेंगे कि जैसे कोई बड़ी सी कंपनी खोल रखी है. हट भेनचोद.,कुछ लोग तो अपने बायो मे फाउंडर तो ऎसे लिखेंगे कि जैसे कोई बड़ी सी कंपनी खोल रखी है.
hi,ये हराम का पिल्ला हरामखोर हरामी है जिस का खाता है उसी में ये हरामखोर छेद करता है।।,ये धोखेबाज जिस का खाता है उसी के साथ धोखा करता है।।
hi,तू जेएनयू में झांठ नहीं उखाड़ता भोसडीके,तू जेएनयू में कुछ नहीं कर पाता समझे
hi,ये हराम की खाने वाले पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती,ये भ्रष्ट पुलिस वाले जो गुनहगार उसको तो पकड़ नही पाती
hi,"अभिनेत्री ने अभिनय हराम बता फिल्में छोड़ीं। तो क्या सायरा,  शबाना,  सलमान,  शाहरुख , अमीर, आदि हरामी हैं ?","अभिनेत्री ने अभिनय हराम बता फिल्में छोड़ीं। तो क्या सायरा,  शबाना,  सलमान,  शाहरुख , अमीर, आदि गलत काम कर रहे हैं ?"
hi,मूर्खो! ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?,ये घर में बैठकर कमेंट में किसी को गाली देना कौन सी बहादुरी है?
hi,भड़वे के पास कुत्ता जैसा नाक है हरामखोर पत्रकार,उस चापलूस पत्रकार को तुरंत सब कुछ पता चल जाता है 
hi,अब तो भेनचोद बेइज्जती को भी शर्म आ रही हो गई |,अब तो बेइज्जती को भी शर्म आ रही हो गई |
hi,"ऐसे नीच, घटिया, दुष्ट, असुर, राक्षस, मनोवृति के व्यक्ति की जगह केवल पागलखाना",ऐसे बुरे व्यक्ति की जगह केवल पागलखाना
hi,कमीना कातिल को चौराहे पर खड़ा करके गोली मार देनी चाहिये |,इस कत्ल के आरोपित पर कड़ी से कड़ी कार्रवाई करनी चाहिये |
hi,इस हरामजदओ का हरामीपन के अलावा किसी बात से मतलब नहीं ,इसको बुरे काम के अलावा किसी बात से मतलब नहीं 
hi,"थू है ऐसे लोगो पर, और समाज पर |",ऐसे लोगो और समाज पर शर्म आती है |
hi,भड़वा मीडिया ने भी इस घटना को नही दिखाया। ,पक्षपाती मीडिया ने भी इस घटना को नहीं दिखाया ।
hi,सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।,बुरे लोग अपने अस्तित्व को बचाने में लगे हैं |
hi,सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।,कुछ लोग अपने अस्तित्व को बचाने में लगे हैं।
hi,सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।,व्यक्ति अपने अस्तित्व की रक्षा में जुटे हैं।
hi,सूअर लोग अपना अस्तित्व बचाने में लगे हैं।।,लोग अपने अस्तित्व को संरक्षित करने में व्यस्त हैं।
hi,भोसडीके सिर्फ तीन ही परिवार वर्षों तक शासन करते रहे।,सिर्फ तीन ही परिवार वर्षों तक शासन करते रहे।
hi,"एक जैसा न समझ सबको, ओर तू गांड लेके बीच मे न आ","एक जैसा न समझ सबको, ओर तू बीच मे न आ"
hi,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,अच्छा होगा कि तुम अपनी हद मे रहो
hi,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,"कृपया अपनी सीमा में रहें, यह उचित होगा।"
hi,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,बेहतर होगा कि आप अपनी सीमाओं का पालन करें।
hi,तो अच्छा होगा कि तुम अपनी हद मे रहो. बेटीचोद,यह उचित होगा कि आप अपनी हद में रहें।
hi,"भइया आपकी दलाली वाली पत्रकारिता ने जिस विचारधारा को बढ़ावा दिया है, उसी का असर है।","भइया आपकी खराब पत्रकारिता ने जिस विचारधारा को बढ़ावा दिया है, उसी का असर है।"
hi,"भैया ब्लॉक कर दिया मैंने तो इस नीच को,",भैया ब्लॉक कर दिया मैंने तो इस बेकर इंसान को
hi,"भैया ब्लॉक कर दिया मैंने तो इस नीच को,",भैया ब्लॉक कर दिया मैंने तो इस व्यक्ति को
hi,"भैया ब्लॉक कर दिया मैंने तो इस नीच को,",भैया ब्लॉक कर दिया मैंने तो इस शख्स को
hi,"भैया ब्लॉक कर दिया मैंने तो इस नीच को,",भैया ब्लॉक कर दिया मैंने तो इस इंसान को
hi,दोनों एक नंबर के हरामि हो,दोनों एक नंबर के बेकार आदमी हो 
hi,"कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला गाँड कूट देगा, इंडिया की  ",कायदे से आज थाला को बैटिंग का मौका नही मिलना चाहिए वरना थाला इंडिया को हरवा देगा  
hi,ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच,ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है।
hi,ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच,"ज़रा सुनिए, कुछ लोगों का व्यवहार कितना निराशाजनक हो गया है।"
hi,ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच,"ज़रा सुनिए, कुछ लोगों का आचरण काफी गिर गया है।"
hi,ज़रा सुनिए कुछ लोगों का स्तर कितना गिरा हुआ है। हरामी नीच,"ज़रा सुनिए, कुछ लोगों का व्यवहार स्तरहीन हो गया है।"
hi,हरामी भाग गया मैदान छोड़ कर,वाह भाग गया मैदान छोड़ कर
hi,आपने सिर्फ सत्ता की लालच में नफरत और हिंसा को पनपाया है। अब ड्रामेबाजी क्यों पलटु कुमार?,आपने सिर्फ सत्ता की लालच में नफरत और हिंसा को क्यों पनपाया है?
hi,ठोक ठोक के इतना गन्दी औलाद पैदा किया है,तुम्हारी औलाद अच्छी नहीं है 
hi,ठोक ठोक के भड़ुवेा गन्दी औलाद पैदा किया है,तुम्हारी औलाद अच्छी नहीं है 
hi,ठोक ठोक के कुत्ताा गन्दी औलाद पैदा किया है,तुम्हारी औलाद अच्छी नहीं है 
hi,ठोक ठोक के स्तना गन्दी औलाद पैदा किया है,तुम्हारी औलाद अच्छी नहीं है 
hi,खुद का खून जला जला कर ये एनामिक होने को पूरी तरह से ततपर दिखते है,बात बात पर गुस्सा होने को पूरी तरह से ततपर दिखते है 
hi,खुद का खून जला जला कर ये एनामिक होने को पूरी लेवाल से ततपर दिखते है,बात बात पर गुस्सा होने को पूरी तरह से ततपर दिखते है 
hi,खुद का खून जला जला कर ये एनामिक होने को पूरी दल्ला से ततपर दिखते है,बात बात पर गुस्सा होने को पूरी तरह से ततपर दिखते है 
hi,खुद का खून जला जला कर ये एनामिक होने को पूरी गंडिया से ततपर दिखते है,बात बात पर गुस्सा होने को पूरी तरह से ततपर दिखते है 
hi,उनमें एक ये टोटिचोर शामिल है !!!,उनमें एक ये बेकार आदमी शामिल है !!!
hi,उनमें एक ये टोटिचोर शामिल है !!!,उनमें से एक व्यक्ति शामिल है जो बेईमानी करता है।
hi,उनमें एक ये टोटिचोर शामिल है !!!,उनमें से एक व्यक्ति ऐसा है जो धोखाधड़ी में लिप्त है।
hi,उनमें एक ये टोटिचोर शामिल है !!!,उनमें एक व्यक्ति शामिल है जो अनुचित तरीके से काम करता है।
hi,सरदाना जी थोड़ा कम जहर उगला करो।,सरदाना जी थोड़ा कम नफरत फैलाया करो  
hi,तेरी मर्यादा को तेरी गांड में घुसेड़ दूंगा समझा बे!!  कुछ भी उटपटांग लिखते रहते हो ???,तेरी मर्यादा तुझे याद दिला देंगे बे!!  कुछ भी उटपटांग लिखते रहते हो ???
hi,मरने दो इन हरामी लड़कियों को,मरने दो इन बुरी लड़कियों को 
hi,"नमक हरामी की हद पार हुई, सुधर जाओ  सुवरों","धोखा देने की सीमा ही पार हुई, सुधर जाओ धोखेबाजों"
hi,ये ममता भेन के लवडी तेरे गांड मे दम है तो बंगाल के बाहर एक छोटासा भी नमुना दीखादे,ये ममता तेरे मे दम है तो बंगाल के बाहर एक छोटासा भी नमुना दीखा दे
hi,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भडवे,हमारे टुकड़ों पर पलने वाले धोखेबाज
hi,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम भैनचोदे,हमारे टुकड़ों पर पलने वाले धोखेबाज
hi,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम घुसेड़े,हमारे टुकड़ों पर पलने वाले धोखेबाज
hi,हमारे टुकड़ों पर पलने वाले सूअर नमक हराम लवड़ूे,हमारे टुकड़ों पर पलने वाले धोखेबाज
hi,तुम सब कुत्ते हो जो समय समय पर भौकते रहते हो,तुम सब समय समय पर बेकार की बात बोलते रहते हो
hi,भेनचोद की औलाद एक बाप की औलाद है तो सामने से आकर हमला कर,हिम्मत है तो सामने से आकर हमला करो
