language,toxic_sentence,neutral_sentence
ar,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا دبة وهههههههه,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا سمينة وهههههههه
ar,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا بلحه وهههههههه,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا سمينة وهههههههه
ar,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا وغد وهههههههه,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا سمينة وهههههههه
ar,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا ديودها وهههههههه,تخيل تقطع وريدك في بانيو الحمام عشان سوسو قالت عليك يا سمينة وهههههههه
ar,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه مثل اردوغان. ياقردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه مثل اردوغان. ياأردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…
ar,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه بدويه اردوغان. ياقردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه مثل اردوغان. ياأردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…
ar,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه عيال اردوغان. ياقردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه مثل اردوغان. ياأردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…
ar,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه الكلبة اردوغان. ياقردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…,لا يوجد زعيم بالعالم يستخف بالشعوب العربيه مثل اردوغان. ياأردغان بدلاً من ان تسحب سفيرك بالامارات لماذا لاتسحب سفير…
ar,صدقا، الثرثرة تبدو غبية حقا.,ليس من الحكمة أن تتصلي بصراحة
ar,صدقا، الثرثرة تبدو يازق حقا.,ليس من الحكمة أن تتصلي بصراحة
ar,صدقا، الثرثرة تبدو سكس حقا.,ليس من الحكمة أن تتصلي بصراحة
ar,صدقا، الثرثرة تبدو 🍆 حقا.,ليس من الحكمة أن تتصلي بصراحة
ar,إن إعادة إجراء هذا الاختبار ومحاولة اجتياز الأفكار يعني أن أي أحمق أبله يمكنه الحصول على أوراق اعتماد لأي مهنة في أي وقت.,إن إعادة إجراء هذا الاختبار ومحاولة اجتياز الأفكار يعني أن أي أشخص يمكنه الحصول على أوراق اعتماد لأي مهنة في أي وقت.
ar,إن إعادة إجراء نيك الاختبار ومحاولة اجتياز الأفكار يعني أن أي وحمار أبله يمكنه الحصول مفلقسة أوراق اعتماد لأي مهنة في أي وقت.,إن إعادة إجراء هذا الاختبار ومحاولة اجتياز الأفكار يعني أن أي أشخص يمكنه الحصول على أوراق اعتماد لأي مهنة في أي وقت.
ar,إن إعادة إجراء مشتهية الاختبار ومحاولة اجتياز الأفكار يعني أن أي مقوم أبله يمكنه الحصول بدوي أوراق اعتماد لأي مهنة في أي وقت.,إن إعادة إجراء هذا الاختبار ومحاولة اجتياز الأفكار يعني أن أي أشخص يمكنه الحصول على أوراق اعتماد لأي مهنة في أي وقت.
ar,إن إعادة إجراء مربربه الاختبار ومحاولة اجتياز الأفكار يعني أن أي خيال أبله يمكنه الحصول مولعه أوراق اعتماد لأي مهنة في أي وقت.,إن إعادة إجراء هذا الاختبار ومحاولة اجتياز الأفكار يعني أن أي أشخص يمكنه الحصول على أوراق اعتماد لأي مهنة في أي وقت.
ar,ضاعت فلوسك يا دبه ببلاش,ضاعت فلوسك ببلاش
ar,ضاعت فلوسك يا وسخه ببلاش,ضاعت فلوسك ببلاش
ar,ضاعت فلوسك يا تحتي ببلاش,ضاعت فلوسك ببلاش
ar,ضاعت فلوسك يا الهبله ببلاش,ضاعت فلوسك ببلاش
ar,عمكم ترامب يلي ضربه يا خولات و ليس انتم 🤣 🤣,عمكم ترامب يلي ضربه و ليس انتم 🤣 🤣
ar,عمكم ترامب يلي ضربه يا يلعن امك و ليس انتم 🤣 🤣,عمكم ترامب يلي ضربه و ليس انتم 🤣 🤣
ar,عمكم ترامب يلي ضربه يا فحله و ليس انتم 🤣 🤣,عمكم ترامب يلي ضربه و ليس انتم 🤣 🤣
ar,عمكم ترامب يلي ضربه يا ديد و ليس انتم 🤣 🤣,عمكم ترامب يلي ضربه و ليس انتم 🤣 🤣
ar,الله يلعن كس ام سخافتكم ي شراميط انفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله مثلكم ؟ لكم مقا,اانفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله؟ لكم مقا
ar,لحجيه ابله اطحن ام سخافتكم ي متناكة انفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله مثلكم ؟ لكم مقا,اانفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله؟ لكم مقا
ar,كسمك دايس خايس ام سخافتكم ي كلبه انفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله مثلكم ؟ لكم مقا,اانفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله؟ لكم مقا
ar,الخسيس الخنيث حماره ام سخافتكم ي فَرْج انفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله مثلكم ؟ لكم مقا,اانفجار دمر نص بيروت سبب ضحايا و مفقودين تجون تسوون عليه نكت سافله؟ لكم مقا
ar,طيب لحجيه ليش ضايفني عندك,طيب ليش ضايفني عندك
ar,طيب لحجيه ليش ضايفني عندك,طيب، لأي سبب أضفتني عندك؟
ar,طيب لحجيه ليش ضايفني عندك,طيب، ممكن توضح ليش ضايفني؟
ar,طيب لحجيه ليش ضايفني عندك,طيب، لأي غرض أضفتني إلى قائمتك؟
ar,طيب حلمتي ليش ضايفني عندك,طيب ليش ضايفني عندك
ar,طيب حلمتي ليش ضايفني عندك,طيب، لأي سبب أضفتني عندك؟
ar,طيب حلمتي ليش ضايفني عندك,طيب، ممكن توضح ليش ضايفني؟
ar,طيب حلمتي ليش ضايفني عندك,طيب، لأي غرض أضفتني إلى قائمتك؟
ar,طيب يحرق ليش ضايفني عندك,طيب ليش ضايفني عندك
ar,طيب يحرق ليش ضايفني عندك,طيب، لأي سبب أضفتني عندك؟
ar,طيب يحرق ليش ضايفني عندك,طيب، ممكن توضح ليش ضايفني؟
ar,طيب يحرق ليش ضايفني عندك,طيب، لأي غرض أضفتني إلى قائمتك؟
ar,طيب محنتك ليش ضايفني عندك,طيب ليش ضايفني عندك
ar,طيب محنتك ليش ضايفني عندك,طيب، لأي سبب أضفتني عندك؟
ar,طيب محنتك ليش ضايفني عندك,طيب، ممكن توضح ليش ضايفني؟
ar,طيب محنتك ليش ضايفني عندك,طيب، لأي غرض أضفتني إلى قائمتك؟
ar,أنت مختل عقلبا ؟,أليس لديك عقل؟
ar,أنت مختل عقلبا ؟,هل واجهت صعوبة في التفكير؟
ar,أنت مختل عقلبا ؟,هل تحتاج إلى مراجعة الأمر؟
ar,أنت مختل عقلبا ؟,أليس لديك منطق؟
ar,قردوغان عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة بس حب يجرب القوة لقى جيشنا…,أردوغان عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة بس حب يجرب القوة لقى جيشنا…
ar,قحبه عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة دياثه حب يجرب القوة لقى جيشنا…,أردوغان عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة بس حب يجرب القوة لقى جيشنا…
ar,مفلقسة عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة مقوم حب يجرب القوة لقى جيشنا…,أردوغان عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة بس حب يجرب القوة لقى جيشنا…
ar,بزبي عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة البدو حب يجرب القوة لقى جيشنا…,أردوغان عاوز يحط رجله في منطقه بتاعتنا اللي اكتشفناه في البحر الابيض المتوسط بأي طريقة بس حب يجرب القوة لقى جيشنا…
ar,اللي بيقول انت ليه مركز في كلام الناس ، يلعن ابوك ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، انت متعرفش حاجة شوفت الحتة دي 😂
ar,اللي بيقول انت ليه مركز في كلام الناس ، يلعن ابوك ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، يمكن ما كنتش عارف الحتة دي 😊
ar,اللي بيقول انت ليه مركز في كلام الناس ، يلعن ابوك ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، خلينا نشوف الحتة دي مع بعض 😄
ar,اللي بيقول انت ليه مركز في كلام الناس ، السافل قحبه ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، انت متعرفش حاجة شوفت الحتة دي 😂
ar,اللي بيقول انت ليه مركز في كلام الناس ، السافل قحبه ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، يمكن ما كنتش عارف الحتة دي 😊
ar,اللي بيقول انت ليه مركز في كلام الناس ، السافل قحبه ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، خلينا نشوف الحتة دي مع بعض 😄
ar,اللي بيقول انت ليه مركز في كلام الناس ، برجلي دوس ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، انت متعرفش حاجة شوفت الحتة دي 😂
ar,اللي بيقول انت ليه مركز في كلام الناس ، برجلي دوس ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، يمكن ما كنتش عارف الحتة دي 😊
ar,اللي بيقول انت ليه مركز في كلام الناس ، برجلي دوس ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، خلينا نشوف الحتة دي مع بعض 😄
ar,اللي بيقول انت ليه مركز في كلام الناس ، ابن عرص حماره ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، انت متعرفش حاجة شوفت الحتة دي 😂
ar,اللي بيقول انت ليه مركز في كلام الناس ، ابن عرص حماره ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، يمكن ما كنتش عارف الحتة دي 😊
ar,اللي بيقول انت ليه مركز في كلام الناس ، ابن عرص حماره ، انت متعرفش حاجة شوفت الحتة دي 😂,اللي بيقول انت ليه مركز في كلام الناس ، خلينا نشوف الحتة دي مع بعض 😄
ar,الرجاء تضمين كل الحماقات التي يفلت منها الحزب الديموقراطي أيضاً.,الرجاء تضمين كل الأمور التي يفلت منها الحزب الديموقراطي أيضاً.
ar,الرجاء تضمين كل الحماقات التي يفلت منها الحزب الديموقراطي أيضاً.,الرجاء تضمين كل ما يتم التغاضي عنه من الحزب الديموقراطي أيضاً.
ar,الرجاء تضمين كل الحماقات التي يفلت منها الحزب الديموقراطي أيضاً.,الرجاء تضمين كل النقاط التي لا يتم التركيز عليها من الحزب الديموقراطي أيضاً.
ar,الناس يموتون و رديت مستمرة في معاملة الضباط حول العالم كالقذارة,الناس يموتون و رديت مستمرة في معاملة الضباط في جميع أنحاء العالم بشكل سيء
ar,معلش سامحنا،احنا شراميط بنعمل افراح مختلطة من زمان,معلش سامحنا،احنا بنعمل افراح مختلطة من زمان
ar,معلش سامحنا،احنا ازباب بنعمل افراح مختلطة من زمان,معلش سامحنا،احنا بنعمل افراح مختلطة من زمان
ar,معلش سامحنا،احنا اغبى بنعمل افراح مختلطة من زمان,معلش سامحنا،احنا بنعمل افراح مختلطة من زمان
ar,معلش سامحنا،احنا القحاب بنعمل افراح مختلطة من زمان,معلش سامحنا،احنا بنعمل افراح مختلطة من زمان
ar,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون اقزام زي هذا,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون قصار زي هذا
ar,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون ورع زي القحاب,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون قصار زي هذا
ar,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون جدا زي عيال,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون قصار زي هذا
ar,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون كسختك زي شرموطه,تأكدوا هل لاعب كرة قدم والا كرة قدم أمريكية.. لأنهم يجون قصار زي هذا
ar,لا يحتاج العالم الحر إلى غبائك .,إن العالمين أي أهل مكة لا يحتاجون في الآخرة إلى جهلكم بكفركم.
ar,إجمع مالاً بقدر ما تستطيع ، لا تكن غبي مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني,إجمع مالاً بقدر ما تستطيع ، لا تكن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني
ar,إجمع مالاً بقدر ما تستطيع ، لا تكن البقره مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني,إجمع مالاً بقدر ما تستطيع ، لا تكن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني
ar,إجمع مالاً بقدر ما تستطيع ، لا تكن وغد مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني,إجمع مالاً بقدر ما تستطيع ، لا تكن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني
ar,إجمع مالاً بقدر ما تستطيع ، لا تكن العن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني,إجمع مالاً بقدر ما تستطيع ، لا تكن مِثل أبيك ، فإن كل شيء سهل بالمال يا بُني
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى لعنة الله عليكم ي اقذر بشر,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى لعنة الله عليكم ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة داخل منزلها بين أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى لعنة الله عليكم ي اقذر بشر,قصدك أن حربكم أدت إلى وفاة امرأة في منزلها محاطة بأطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى لعنة الله عليكم ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة ضعيفة داخل منزلها مع أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى انقلع وندعس خنزير ي اقذر بشر,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى انقلع وندعس خنزير ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة داخل منزلها بين أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى انقلع وندعس خنزير ي اقذر بشر,قصدك أن حربكم أدت إلى وفاة امرأة في منزلها محاطة بأطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى انقلع وندعس خنزير ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة ضعيفة داخل منزلها مع أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى طيز دبه العبيط ي اقذر بشر,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى طيز دبه العبيط ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة داخل منزلها بين أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى طيز دبه العبيط ي اقذر بشر,قصدك أن حربكم أدت إلى وفاة امرأة في منزلها محاطة بأطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى طيز دبه العبيط ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة ضعيفة داخل منزلها مع أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى منيوكه بالجزمة نهدين ي اقذر بشر,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى منيوكه بالجزمة نهدين ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة داخل منزلها بين أطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى منيوكه بالجزمة نهدين ي اقذر بشر,قصدك أن حربكم أدت إلى وفاة امرأة في منزلها محاطة بأطفالها في محافظة إب
ar,قصدك حربكم قتل للمرأة الضعيفة في بيتها وسط أطفالها في محافظة اب الى منيوكه بالجزمة نهدين ي اقذر بشر,قصدك أن حربكم تسببت في مقتل امرأة ضعيفة داخل منزلها مع أطفالها في محافظة إب
ar,استهدوا بالله شباب كلكم شراميط,استهدوا بالله شباب كلكم فاشلين
ar,استهدوا بالله شباب كلكم يحرق,استهدوا بالله شباب كلكم فاشلين
ar,استهدوا بالله شباب كلكم عير,استهدوا بالله شباب كلكم فاشلين
ar,استهدوا بالله شباب كلكم اغبياء,استهدوا بالله شباب كلكم فاشلين
ar,غير صحيح لان قردوغان في ورطه,غير صحيح لان أردوغان في ورطه
ar,غير صحيح لان سكسي في ورطه,غير صحيح لان أردوغان في ورطه
ar,غير صحيح لان ابن العرص في ورطه,غير صحيح لان أردوغان في ورطه
ar,غير صحيح لان الكلاب في ورطه,غير صحيح لان أردوغان في ورطه
ar,بعض الروائح النتنة لا يمكن التخلص منها .,بعض الروائح لا يمكن التخلص منها .
ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري متخلف امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان
ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري عير امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان
ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري كس أمك امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان
ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري قحاب امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان
ar,وقفي صياح لا ادعس على رقبتك,وقفي صياح لا أزعل منك
ar,وقفي صياح لا القحاب جربوع رقبتك,وقفي صياح لا أزعل منك
ar,وقفي صياح لا لعنة ديوث رقبتك,وقفي صياح لا أزعل منك
ar,وقفي صياح لا الاهطل سودا رقبتك,وقفي صياح لا أزعل منك
ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا شراميط,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..
ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا أريح فيك,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..
ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا المربربه,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..
ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا كسكوس,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..
ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا غبيا.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا
ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا المربرب.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا
ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا فرج.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا
ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا وغد.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا
ar,احصل على فكرة قبل أن تقدم تعليقات غبية.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.
ar,احصل يلعن فكرة قبل أن تقدم تعليقات عيري.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.
ar,احصل كسك فكرة قبل أن تقدم تعليقات نجسة.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.
ar,احصل طيز فكرة قبل أن تقدم تعليقات حلمات.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.
ar,هتعدي الخط الأحمر امتئ ي قردوغان مرة 50 يوم,هتعدي الخط الأحمر امتئ ي أردوغان مرة 50 يوم
ar,هتعدي الخط الأحمر امتئ ي اذبح مرة 50 يوم,هتعدي الخط الأحمر امتئ ي أردوغان مرة 50 يوم
ar,هتعدي الخط الأحمر امتئ ي الخرا مرة 50 يوم,هتعدي الخط الأحمر امتئ ي أردوغان مرة 50 يوم
ar,هتعدي الخط الأحمر امتئ ي نياكة مرة 50 يوم,هتعدي الخط الأحمر امتئ ي أردوغان مرة 50 يوم
ar,كلي خرا شراميط ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم
ar,كلي هبايل برجلي ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم
ar,كلي لمومس انقلع ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم
ar,كلي خايس فرجك ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم
ar,قسم بالله اغبى قرار تحكيمي شفته بحياتي يلعن ابوك ياكلب,قسم بالله اغبى قرار تحكيمي شفته بحياتي
ar,قسم بالله كلوت قرار تحكيمي شفته بحياتي صرماية شرموطه ابوك,قسم بالله اغبى قرار تحكيمي شفته بحياتي
ar,قسم بالله فحل قرار تحكيمي شفته بحياتي ممحونة ليزبيان بزاز,قسم بالله اغبى قرار تحكيمي شفته بحياتي
ar,قسم بالله بزازها قرار تحكيمي شفته بحياتي بزر قحبة برجلي,قسم بالله اغبى قرار تحكيمي شفته بحياتي
