language,toxic_sentence,neutral_sentence
uk,НєБо у вас дебіл гуртожиток,НєБо у вас  поганий гуртожиток
uk,НєБо у вас дебіл гуртожиток,НєБо у вас поганий гуртожиток
uk,НєБо у вас дебіл гуртожиток,"На жаль, у вас не дуже хороший гуртожиток"
uk,НєБо у вас дебіл гуртожиток,Гуртожиток у вас залишає бажати кращого
uk,НєБо у вас дебіл гуртожиток,У вас гуртожиток низької якості
uk,НєБо у вас заїбали гуртожиток,НєБо у вас  поганий гуртожиток
uk,НєБо у вас заїбали гуртожиток,НєБо у вас поганий гуртожиток
uk,НєБо у вас заїбали гуртожиток,"На жаль, у вас не дуже хороший гуртожиток"
uk,НєБо у вас заїбали гуртожиток,Гуртожиток у вас залишає бажати кращого
uk,НєБо у вас заїбали гуртожиток,У вас гуртожиток низької якості
uk,НєБо у вас злоєбучій гуртожиток,НєБо у вас  поганий гуртожиток
uk,НєБо у вас злоєбучій гуртожиток,НєБо у вас поганий гуртожиток
uk,НєБо у вас злоєбучій гуртожиток,"На жаль, у вас не дуже хороший гуртожиток"
uk,НєБо у вас злоєбучій гуртожиток,Гуртожиток у вас залишає бажати кращого
uk,НєБо у вас злоєбучій гуртожиток,У вас гуртожиток низької якості
uk,"Кидайте цю милоту будь якому руснявому гівну, що почне патякати за те як на Сколєнії жить харашо.","Кидайте цю милоту будь якому російському , що почне говорити за те як на Сколєнії жить харашо."
uk,"Кидайте цю милоту будь якому руснявому гівну, що почне патякати за те як на Сколєнії жить харашо.","Надсилайте ці матеріали будь-якій російській людині, яка почне говорити про те, як добре жити на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому гівну, що почне патякати за те як на Сколєнії жить харашо.","Поширюйте цю доброту серед тих росіян, хто почне розповідати про хороше життя на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому гівну, що почне патякати за те як на Сколєнії жить харашо.","Відправляйте цю інформацію будь-якому росіянину, який почне говорити про те, що на Сколєнії жити добре."
uk,"Кидайте цю милоту будь якому руснявому пердить, що почне патякати за те як на Сколєнії жить харашо.","Кидайте цю милоту будь якому російському , що почне говорити за те як на Сколєнії жить харашо."
uk,"Кидайте цю милоту будь якому руснявому пердить, що почне патякати за те як на Сколєнії жить харашо.","Надсилайте ці матеріали будь-якій російській людині, яка почне говорити про те, як добре жити на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому пердить, що почне патякати за те як на Сколєнії жить харашо.","Поширюйте цю доброту серед тих росіян, хто почне розповідати про хороше життя на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому пердить, що почне патякати за те як на Сколєнії жить харашо.","Відправляйте цю інформацію будь-якому росіянину, який почне говорити про те, що на Сколєнії жити добре."
uk,"Кидайте цю милоту будь якому руснявому єбаласт, що почне патякати за те як на Сколєнії жить харашо.","Кидайте цю милоту будь якому російському , що почне говорити за те як на Сколєнії жить харашо."
uk,"Кидайте цю милоту будь якому руснявому єбаласт, що почне патякати за те як на Сколєнії жить харашо.","Надсилайте ці матеріали будь-якій російській людині, яка почне говорити про те, як добре жити на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому єбаласт, що почне патякати за те як на Сколєнії жить харашо.","Поширюйте цю доброту серед тих росіян, хто почне розповідати про хороше життя на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому єбаласт, що почне патякати за те як на Сколєнії жить харашо.","Відправляйте цю інформацію будь-якому росіянину, який почне говорити про те, що на Сколєнії жити добре."
uk,"Кидайте цю милоту будь якому руснявому уїбався, що почне патякати за те як на Сколєнії жить харашо.","Кидайте цю милоту будь якому російському , що почне говорити за те як на Сколєнії жить харашо."
uk,"Кидайте цю милоту будь якому руснявому уїбався, що почне патякати за те як на Сколєнії жить харашо.","Надсилайте ці матеріали будь-якій російській людині, яка почне говорити про те, як добре жити на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому уїбався, що почне патякати за те як на Сколєнії жить харашо.","Поширюйте цю доброту серед тих росіян, хто почне розповідати про хороше життя на Сколєнії."
uk,"Кидайте цю милоту будь якому руснявому уїбався, що почне патякати за те як на Сколєнії жить харашо.","Відправляйте цю інформацію будь-якому росіянину, який почне говорити про те, що на Сколєнії жити добре."
uk,Подруга прийшла пиздіти зі своїм мудаком до мене в кімнату.,Подруга прийшла поговоріть зі своїм хлопцем до мене в кімнату.
uk,Подруга прийшла хуйне зі своїм ахєрєзні до мене в кімнату.,Подруга прийшла поговоріть зі своїм хлопцем до мене в кімнату.
uk,Подруга прийшла заебало зі своїм всрате до мене в кімнату.,Подруга прийшла поговоріть зі своїм хлопцем до мене в кімнату.
uk,Подруга прийшла пиздецеві зі своїм зайобувпти до мене в кімнату.,Подруга прийшла поговоріть зі своїм хлопцем до мене в кімнату.
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!"
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки вже без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки минуло без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона — ось так."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки пиздеці без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!"
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки пиздеці без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки вже без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки пиздеці без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки минуло без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки пиздеці без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона — ось так."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сцука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!"
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сцука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки вже без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сцука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки минуло без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки сцука без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона — ось так."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки паїботи без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона!"
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки паїботи без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки вже без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки паїботи без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки минуло без Кобзона."
uk,"Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки паїботи без Кобзона!","Є частинка щастя в хорі народу на концерті Жадана і Собак, який співає:Чотири роки без Кобзона — ось так."
uk,Всі збиратимутися та дрочитимуть на твої фоточки.,Всі збиратимутися та вонанувати на твої фоточки.
uk,Всі збиратимутися та дрочитимуть на твої фоточки.,"Усі збиратимуться, щоб обговорити твої фотографії."
uk,Всі збиратимутися та дрочитимуть на твої фоточки.,Всі будуть переглядати твої світлини.
uk,Всі збиратимутися та дрочитимуть на твої фоточки.,"Люди збиратимуться, щоб оцінити твої фото."
uk,Всі збиратимутися та охуївати на твої фоточки.,Всі збиратимутися та вонанувати на твої фоточки.
uk,Всі збиратимутися та охуївати на твої фоточки.,"Усі збиратимуться, щоб обговорити твої фотографії."
uk,Всі збиратимутися та охуївати на твої фоточки.,Всі будуть переглядати твої світлини.
uk,Всі збиратимутися та охуївати на твої фоточки.,"Люди збиратимуться, щоб оцінити твої фото."
uk,Всі збиратимутися та сучі діти на твої фоточки.,Всі збиратимутися та вонанувати на твої фоточки.
uk,Всі збиратимутися та сучі діти на твої фоточки.,"Усі збиратимуться, щоб обговорити твої фотографії."
uk,Всі збиратимутися та сучі діти на твої фоточки.,Всі будуть переглядати твої світлини.
uk,Всі збиратимутися та сучі діти на твої фоточки.,"Люди збиратимуться, щоб оцінити твої фото."
uk,Всі збиратимутися та їбашуть на твої фоточки.,Всі збиратимутися та вонанувати на твої фоточки.
uk,Всі збиратимутися та їбашуть на твої фоточки.,"Усі збиратимуться, щоб обговорити твої фотографії."
uk,Всі збиратимутися та їбашуть на твої фоточки.,Всі будуть переглядати твої світлини.
uk,Всі збиратимутися та їбашуть на твої фоточки.,"Люди збиратимуться, щоб оцінити твої фото."
uk,"Бандіти, написав в бложик, про те як мусарку вогнеметами озброїли.","Бандіти, написав в бложик, про те як поліцейських вогнеметами озброїли."
uk,Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники блять..,Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..
uk,Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники довбала..,Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..
uk,Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники шаройоб..,Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..
uk,Нахара ти включила бізнес аккаунт в інста якщо ти школоло і тебе фоловлять тільки твої однокласники яїбу..,Навіщо ти включила бізнес аккаунт в інста якщо ти школярка і тебе фоловлять тільки твої однокласники..
uk,Так хочеться простого людського щоб до крові відпиздили по дупі.,"Так хочеться простого людського, щоб дуже побили по попі."
uk,Так хочеться простого людського щоб до крові їбаними по дупі.,"Так хочеться простого людського, щоб дуже побили по попі."
uk,Так хочеться простого людського щоб до крові гапиздити по дупі.,"Так хочеться простого людського, щоб дуже побили по попі."
uk,Так хочеться простого людського щоб до крові суча дочка по дупі.,"Так хочеться простого людського, щоб дуже побили по попі."
uk,каре і срібло у хуйовій якості,каре і срібло у жахливой якості
uk,каре і срібло у ніхуяшечки якості,каре і срібло у жахливой якості
uk,каре і срібло у ачєшуєнно якості,каре і срібло у жахливой якості
uk,каре і срібло у доєбаться якості,каре і срібло у жахливой якості
uk," ба-ссуха, блять. там одна ""с"", дятел","ба-ссуха,  там одна ""с"", чол"
uk,"ба-ссуха, сіськам. хуль одна ""с"", дятел","ба-ссуха,  там одна ""с"", чол"
uk,"ба-ссуха, мразіш. говн одна ""с"", дятел","ба-ссуха,  там одна ""с"", чол"
uk,"ба-ссуха, виєбаний. блядуй одна ""с"", дятел","ба-ссуха,  там одна ""с"", чол"
uk,"обколються своєю марихуаною, а потім всяку хуйню роблятьнаркотики - зло ","обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло"
uk,"обколються своєю марихуаною, а потім всяку сссука роблятьнаркотики - зло","обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло"
uk,"обколються своєю марихуаною, а потім всяку гандонка роблятьнаркотики - зло","обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло"
uk,"обколються своєю марихуаною, а потім всяку кабзда роблятьнаркотики - зло","обколються своєю марихуаною, а потім всяку дурість роблятьнаркотики - зло"
uk,Коли ти дуже жостко підйобуєш Настю,Коли ти дуже жостко глузуєшь над Настєю
uk,Коли ти дуже жостко довбня Настю,Коли ти дуже жостко глузуєшь над Настєю
uk,Коли ти дуже жостко їбеніщам Настю,Коли ти дуже жостко глузуєшь над Настєю
uk,Коли ти дуже жостко зайобісті Настю,Коли ти дуже жостко глузуєшь над Настєю
uk,Дуже хочу написати щось дуже розумне  але хуй його знає що...,Дуже хочу написати щось дуже розумне  але хто його знає що...
uk,Дуже хочу написати щось дуже розумне  але цицяри його знає що...,Дуже хочу написати щось дуже розумне  але хто його знає що...
uk,Дуже хочу написати щось дуже розумне  але ібліща його знає що...,Дуже хочу написати щось дуже розумне  але хто його знає що...
uk,Дуже хочу написати щось дуже розумне  але зніхуя його знає що...,Дуже хочу написати щось дуже розумне  але хто його знає що...
uk,Ну чьо Михасику не отримаєш ти того що ти блядь хочеш...,Ну чьо Михасику не отримаєш ти того що ти хочеш...
uk,Ну чьо Михасику не отримаєш ти того що ти охуенная хочеш...,Ну чьо Михасику не отримаєш ти того що ти хочеш...
uk,Ну чьо Михасику не отримаєш ти того що ти хером хочеш...,Ну чьо Михасику не отримаєш ти того що ти хочеш...
uk,Ну чьо Михасику не отримаєш ти того що ти просирай хочеш...,Ну чьо Михасику не отримаєш ти того що ти хочеш...
uk,- Ти бухаєш водяру і забиваєш на все болт!,'- Ти п''єш горілку і перестаєш на все реагувати'
uk,"Він потім думає, ну і в пизду не дуже то і хотілось їсти.","Він потім думає, ну і не дуже то і хотілось їсти."
uk,"Він потім думає, ну і в педики не дуже то і хотілось їсти.","Він потім думає, ну і не дуже то і хотілось їсти."
uk,"Він потім думає, ну і в ніхріна не дуже то і хотілось їсти.","Він потім думає, ну і не дуже то і хотілось їсти."
uk,"Він потім думає, ну і в вздрючую не дуже то і хотілось їсти.","Він потім думає, ну і не дуже то і хотілось їсти."
uk,Українська термінологія - це піздєц.,Українська термінологія - це жах.
uk,Українська термінологія - це охєрєнний.,Українська термінологія - це жах.
uk,Українська термінологія - це блядіщщі.,Українська термінологія - це жах.
uk,Українська термінологія - це ахігезно.,Українська термінологія - це жах.
uk,"І бля, їхала сюди - то мала роботу.","І, їхала сюди - то мала роботу."
uk,"І цицьки, їхала сюди - то мала роботу.","І, їхала сюди - то мала роботу."
uk,"І ніхуя, їхала сюди - то мала роботу.","І, їхала сюди - то мала роботу."
uk,"І хуярив, їхала сюди - то мала роботу.","І, їхала сюди - то мала роботу."
uk,"Хочу постити депресивну хуйню в інст, але там забагато знайомих","Хочу постити депресивну дурниці в інст, але там забагато знайомих"
uk,"Хочу постити депресивну хєрачу в інст, але мінет забагато знайомих","Хочу постити депресивну дурниці в інст, але там забагато знайомих"
uk,"Хочу постити депресивну бздю в інст, але лошків забагато знайомих","Хочу постити депресивну дурниці в інст, але там забагато знайомих"
uk,"Хочу постити депресивну піздився в інст, але хуїтка забагато знайомих","Хочу постити депресивну дурниці в інст, але там забагато знайомих"
uk,не лишайте пухнастих мудаків наодинці зі шкарпетками,не лишайте пухнастих наодинці зі шкарпетками
uk,не лишайте пухнастих сраколизна наодинці зі шкарпетками,не лишайте пухнастих наодинці зі шкарпетками
uk,не лишайте пухнастих курвяча наодинці зі шкарпетками,не лишайте пухнастих наодинці зі шкарпетками
uk,не лишайте пухнастих трахатися наодинці зі шкарпетками,не лишайте пухнастих наодинці зі шкарпетками
uk,"ДаЗнав одну, їбанутішої людини не бачив","ДаЗнав одну, божевільного людини не бачив"
uk,"Чоловіки, хлопці - яйця, блять, в руки і до Києва!","Чоловіки, хлопці - опануйте себе і до Києва!"
uk,"Чоловіки, хлопці - яйця, сісєчку, в руки і до Києва!","Чоловіки, хлопці - опануйте себе і до Києва!"
uk,"Чоловіки, хлопці - яйця, говнарем, в руки і до Києва!","Чоловіки, хлопці - опануйте себе і до Києва!"
uk,"Чоловіки, хлопці - яйця, вебморді, в руки і до Києва!","Чоловіки, хлопці - опануйте себе і до Києва!"
uk,"В коментарях автор пояснює, що їздив дивитися, як тубільці пиздяться між собою, про “both sides” і “more neutral approach”, охуєнно","'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'"
uk,"В коментарях автор пояснює, що їздив дивитися, як тубільці зайобаною між собою, про “both sides” і “more neutral approach”, афігевше","'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'"
uk,"В коментарях автор пояснює, що їздив дивитися, як тубільці обосраться між собою, про “both sides” і “more neutral approach”, серунами","'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'"
uk,"В коментарях автор пояснює, що їздив дивитися, як тубільці ахуєвний між собою, про “both sides” і “more neutral approach”, піздюліна","'В коментарях автор пояснює, що їздив дивитися, як тубільці б''ються між собою, про “both sides” і “more neutral approach”, прекрасно'"
uk,"Воно нас, блядь, ні до чого не готувало.",Воно нас ні до чого не готувало.
uk,"Воно нас, йобнуто, ні до чого не готувало.",Воно нас ні до чого не готувало.
uk,"Воно нас, нуйоптаю, ні до чого не готувало.",Воно нас ні до чого не готувало.
uk,"Воно нас, довбани, ні до чого не готувало.",Воно нас ні до чого не готувало.
uk,"Люди кажуть, що всім похуй на них.","Люди кажуть, що всім всеодно на них."
uk,"Люди кажуть, що всім блядство на них.","Люди кажуть, що всім всеодно на них."
uk,"Люди кажуть, що всім засранци на них.","Люди кажуть, що всім всеодно на них."
uk,"Люди кажуть, що всім нігєра на них.","Люди кажуть, що всім всеодно на них."
uk,"Очікуєш на щось гідне, а в результаті отримуєш типову хуйню","Очікуєш на щось гідне, а в результаті отримуєш щось погане"
uk,"Очікуєш на щось гідне, а в результаті отримуєш типову підйоб","Очікуєш на щось гідне, а в результаті отримуєш щось погане"
uk,"Очікуєш на щось гідне, а в результаті отримуєш типову хуїта","Очікуєш на щось гідне, а в результаті отримуєш щось погане"
uk,"Очікуєш на щось гідне, а в результаті отримуєш типову хули","Очікуєш на щось гідне, а в результаті отримуєш щось погане"
uk,а нє поставіть-ка мнє хуй на аву і зіпсувати собі репутацію?,А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію
uk,а нє поставіть-ка мнє всране на аву і зіпсувати собі репутацію?,А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію
uk,а нє поставіть-ка мнє піздун на аву і зіпсувати собі репутацію?,А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію
uk,а нє поставіть-ка мнє хую на аву і зіпсувати собі репутацію?,А нє поставіть-ка мне моє достоєнство на аву і зіпсувати собі репутацію
uk,"Дякую за зауваження)Пиздити мене треба, щоб менше пизділа!","Дякую за зауваження)Бити мене треба, щоб менше тараторіла!"
